"address","lat","lon"
"2427 NW 30TH AVE, PORTLAND, OR 97210",45.539422,-122.712559
"400 SW 6TH AVE STE 500, PORTLAND, OR 97204",45.521073,-122.677517
"8969 SE 58TH, PORTLAND, OR 97206",45.457733,-122.601583
"5921 N MARINE DR, PORTLAND, OR 97203",45.619788,-122.72473
"1891 NW COMMERCE CT, TROUTDALE, OR 97060",45.55194,-122.419923
"5119 NE 158TH AVE, PORTLAND, OR 97230",45.560149,-122.50031
"4050 NE 158TH AVE, PORTLAND, OR 97230",45.552742,-122.500138
"2801 NW NELA ST, PORTLAND, OR 97210",45.543485,-122.70933
"150 I-84 EXIT 40, CASCADE LOCKS, OR 97014",45.695495,-121.378623
"5445 NE 122ND AVE, PORTLAND, OR 97230",45.563401,-122.535241
"2201 NE 201ST, GRESHAM, OR 97024",45.53924,-122.45665
"3005 NE ARGYLE ST, PORTLAND, OR 97211",45.576383,-122.636658
"4025 NW EXPRESS AVE, PORTLAND, OR 97210",45.55043,-122.728186
"1403 SE WATER, PORTLAND, OR 97233",45.512951,-122.665919
"10707 SE KNIGHT ST, PORTLAND, OR 97266",45.479713,-122.552433
"2207 NE 201ST, FAIRVIEW, OR 97024",45.539256,-122.456725
"13424 N WOODRUSH WAY, PORTLAND, OR 97203",45.620286,-122.767473
"12409 NE SAN RAFAEL, PORTLAND, OR 97230",45.537292,-122.535426
"4943 NW FRONT AVE, PORTLAND, OR 97210",45.558173,-122.731751
"18722 NE WILKES RD, PORTLAND, OR 97230",45.540568,-122.472325
"19004 NE SAN RAFAEL ST, PORTLAND, OR 97230",45.537119,-122.470639
"5105 SE 302ND, GRESHAM, OR 97080",45.488564,-122.352417
"2539 NW VAUGHN, PORTLAND, OR 97210",45.536904,-122.703435
"8010 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"1200 N MAIN AVE, GRESHAM, OR 97030",45.505612,-122.430982
"5938 N BASIN AVE, PORTLAND, OR 97217",45.565512,-122.707825
"12348 N CENTER AVE, PORTLAND, OR 97217",45.611008,-122.681092
"3181 SW SAM JACKSON PK RD, PORTLAND, OR 97239",45.499288,-122.688076
"6011 SE 92ND AVE, PORTLAND, OR 97266",45.479066,-122.568687
"2550 NW NICOLAI ST, PORTLAND, OR 97210",45.540146,-122.704588
"14025 N RIVERGATE BLVD, PORTLAND, OR 97203",45.621753,-122.780138
"3722 SE 21ST ST, PORTLAND, OR 97202",45.496166,-122.644588
"6500 JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.455889,-122.593981
"869 NW EASTWIND DR, TROUTDALE, OR 97060",45.547276,-122.415901
"2800 NW NELA ST, PORTLAND, OR 97210",45.543484,-122.70932
"18440 NE PORTAL WAY, PORTLAND, OR 97230",45.551407,-122.469617
"1755 NE ARGYLE, PORTLAND, OR 97211",45.579701,-122.647574
"18440 NE SAN RAFAEL ST, PORTLAND, OR 97230",45.537279,-122.473904
"38 SE 97TH, PORTLAND, OR 97216",45.52228,-122.563525
"2425 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"SUBSTN SEWAGE PMP STN, SUBSTATION, OR 97000",NA,NA
"1335 NW NORTHRUP, PORTLAND, OR 97209",45.53154,-122.684714
"10915 N LOMBARD ST, PORTLAND, OR 97203",45.607828,-122.767042
"9908 SE ASH ST, PORTLAND, OR 97216",45.521002,-122.56218
"4805 NE GLISAN, PORTLAND, OR 97213",45.52659,-122.614154
"1620 NE ARGYLE DR, PORTLAND, OR 97211",45.580852,-122.650292
"4350 NW FRONT AVE, PORTLAND, OR 97210",45.557857,-122.730969
"2271 NE 194TH AVE, PORTLAND, OR 97230",45.538927,-122.463435
"8121 NE AIRPORT WAY, PORTLAND, OR 97218",45.584217,-122.580297
"1801 N MARINE DR, PORTLAND, OR 97217",45.6076,-122.686152
"3155 NW YEON AVE, PORTLAND, OR 97210",45.54355,-122.701984
"3441 NW GUAM, PORTLAND, OR 97210",45.544309,-122.718092
"3537 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"9120 SE 64TH, PORTLAND, OR 97206",45.461497,-122.597622
"705 N KILLINGSWORTH, PORTLAND, OR 97217",45.561948,-122.673989
"9930 N BURGARD WAY, PORTLAND, OR 97203",45.612893,-122.780491
"2659 SE TACOMA, PORTLAND, OR 97202",45.464446,-122.637083
"48000 SE DONAHUE RD, CORBETT, OR 97019",45.510176,-122.183356
"19250 NE PORTAL WAY, PORTLAND, OR 97230",45.550452,-122.467311
"3509 NE COLUMBIA BLVD, PORTLAND, OR 97211",45.573253,-122.628292
"14015 NE GLISAN ST, PORTLAND, OR 97230",45.526392,-122.519413
"540 SW HALSEY, TROUTDALE, OR 97060",45.54056,-122.392156
"MULTNOMAH FLLS WWTP I84EXIT 31, CORBETT, OR 97010",45.307825,-121.859595
"5430 COLUMBIA CT, PORTLAND, OR 97203",45.5952,-122.722037
"6412 NE SANDY BLVD, PORTLAND, OR 97213",45.545377,-122.596302
"464 NE 219TH AVE, GRESHAM, OR 97030",45.527581,-122.437221
"2901 NW FRONT AVE STE G, PORTLAND, OR 97210",45.5435,-122.697705
"9169 SE 67TH, PORTLAND, OR 97206",45.456609,-122.593965
"2669 NE RIVERSIDE WAY, PORTLAND, OR 97211",45.580835,-122.639873
"5822 NE SKYPORT WAY, PORTLAND, OR 97218",45.574664,-122.604886
"14546 N LOMBARD ST, PORTLAND, OR 97203",45.637531,-122.766108
"9710 NE GLASS PLANT RD, PORTLAND, OR 97220",45.565168,-122.567092
"2425 NE RIVERSIDE WAY, PORTLAND, OR 97211",45.581536,-122.641947
"1225 W BURNSIDE, PORTLAND, OR 97209",45.522996,-122.68331
"1339 NW EASTWOOD AVE, GRESHAM, OR 97030",45.505874,-122.462822
"5111 NE 82ND AVE, PORTLAND, OR 97220",45.560012,-122.578604
"7715 NE 33RD DR STE A, PORTLAND, OR 97211",45.574072,-122.631917
"18600 NE WILKES RD, PORTLAND, OR 97230",45.540612,-122.473223
"49 SE 97TH AVE, PORTLAND, OR 97216",45.522261,-122.563675
"10733 NE MARX BLDG 8, PORTLAND, OR 97220",45.561473,-122.547432
"2211 NW NICOLAI ST, PORTLAND, OR 97210",45.541402,-122.696227
"10103 NE MARX, PORTLAND, OR 97220",45.562275,-122.558676
"5035 SE 24TH AVE, PORTLAND, OR 97202",45.486698,-122.641586
"7909 N UPLAND DR, PORTLAND, OR 97203",45.601596,-122.741793
"4927 NW FRONT AVE, PORTLAND, OR 97210",45.557986,-122.731371
"4320 SE 62ND, PORTLAND, OR 97206",45.491246,-122.599381
"8823 N HARBORGATE, PORTLAND, OR 97203",45.620446,-122.768168
"7510 SE ALTMAN RD, GRESHAM, OR 97080",45.468405,-122.326405
"11618 NE SUMNER ST, PORTLAND, OR 97220",45.561144,-122.543493
"3600 N HAYDEN ISLAND DR, PORTLAND, OR 97203",45.587143,-122.710241
"2211 NW BREWER ST, PORTLAND, OR 97210",45.543274,-122.699231
"4939 NE COLUMBIA BLVD, PORTLAND, OR 97218",45.570519,-122.612787
"18201 NE PORTAL WAY STE 101, PORTLAND, OR 97230",45.551407,-122.469617
"19601 NE HALSEY, PORTLAND, OR 97230",45.533639,-122.461179
"1 N CENTER CT, PORTLAND, OR 97208",45.49275,-122.564706
"6710 N CATLIN ST, PORTLAND, OR 97203",45.592555,-122.764114
"14024 NE AIRPORT WAY, PORTLAND, OR 97230",45.561482,-122.518192
"6600 N ST LOUIS AVE, PORTLAND, OR 97203",45.590137,-122.763526
"4468 NW YEON, PORTLAND, OR 97210",45.554916,-122.732473
"2131 NW BIRDSDALE AVE, GRESHAM, OR 97030",45.510543,-122.455025
"11304 NE MARX, PORTLAND, OR 97220",45.561547,-122.546843
"11040 N LOMBARD, PORTLAND, OR 97203",45.608722,-122.767575
"12402 NE MARX ST BLDG 3, PORTLAND, OR 97230",45.559153,-122.53615
"9243 N RIVERGATE BLVD, PORTLAND, OR 97203",45.61766,-122.771769
"534 SW 3RD STE 602, PORTLAND, OR 97204",45.519329,-122.674833
"3750 NW YEON & 3605 NW, PORTLAND, OR 97210",NA,NA
"4730 N LAGOON, PORTLAND, OR 97217",45.557324,-122.701773
"4525 SE 63RD AVE, PORTLAND, OR 97206",45.489995,-122.598044
"750 NE COLUMBIA BLVD, PORTLAND, OR 97211",45.579987,-122.657699
"2300 SE HOGAN RD, GRESHAM, OR 97080",45.489671,-122.41387
"1321 NE COUCH ST, PORTLAND, OR 97232",45.523692,-122.652432
"2210 NE RIVER SIDE WAY, PORTLAND, OR 97211",45.582072,-122.643303
"2139 N KERBY AVE, PORTLAND, OR 97227",45.538132,-122.671824
"1940 N JANTZEN AVE, PORTLAND, OR 97217",45.611804,-122.688834
"2521 NE ELROD, PORTLAND, OR 97211",45.582462,-122.639733
"7715 NE 21ST AVE BLDG C, PORTLAND, OR 97211",45.578765,-122.644011
"6161 NW 61ST AVE, PORTLAND, OR 97210",45.565108,-122.74873
"707 SW WASHINGTON ST STE 300, PORTLAND, OR 97205",45.520758,-122.678903
"2668 NE RIVERSIDE WAY, PORTLAND, OR 97211",45.580699,-122.639937
"801 NE 21ST, PORTLAND, OR 97232",45.528588,-122.644435
"5534 NE 122ND, PORTLAND, OR 97230",45.563663,-122.534943
"10747 NE SIMPSON AVE, PORTLAND, OR 97220",45.565372,-122.55271
"11910 NW ST HELENS RD, PORTLAND, OR 97231",45.614921,-122.801964
"1459 NW SUNDIAL RD, TROUTDALE, OR 97060",45.550519,-122.415673
"7561 NE 33RD DR, PORTLAND, OR 97211",45.577805,-122.633472
"2953 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"2315 SE 82ND AVE, PORTLAND, OR 97215",45.506213,-122.57875
"3600 N INTERSTATE AVE, PORTLAND, OR 97227",45.548478,-122.680927
"6445 SE SALMON ST, PORTLAND, OR 97215",45.514102,-122.599685
"2521 SW MURRAY, PORTLAND, OR 97201",45.519371,-122.702826
"4315 SE MCLOUGHLIN BLVD, PORTLAND, OR 97202",45.492007,-122.656229
"5830 NE 112TH AVE, PORTLAND, OR 97220",45.565146,-122.547327
"2730 NW 31ST AVE, PORTLAND, OR 97210",45.540729,-122.713743
"10244 N VANCOUVER WAY, PORTLAND, OR 97217",45.59702,-122.669876
"16400 NE AIRPORT WAY, PORTLAND, OR 97230",45.556053,-122.493767
"3150 N MISSISSIPPI, PORTLAND, OR 97227",45.545894,-122.67565
"8435 NE GLISAN, PORTLAND, OR 97220",45.526404,-122.57662
"5000 N WILLAMETTE BLVD, PORTLAND, OR 97203",45.574297,-122.724109
"1221 SW 1ST AVE, PORTLAND, OR 97204",45.514291,-122.675526
"802 SE 199TH AVE, PORTLAND, OR 97233",45.518188,-122.458562
"2611 SE 4TH AVE, PORTLAND, OR 97214",45.504895,-122.661868
"6704 SE COTTRELL RD, GRESHAM, OR 97080",45.475753,-122.305767
"3427 SE 22ND, PORTLAND, OR 97202",45.498206,-122.643543
"5300 N CHANNEL AVE, PORTLAND, OR 97217",45.562663,-122.716236
"10653 N LOMBARD ST, PORTLAND, OR 97203",45.605247,-122.765285
"6034 NE 60TH AVE, PORTLAND, OR 97218",45.566664,-122.600902
"9945 NE 6TH DR, PORTLAND, OR 97211",45.594839,-122.663239
"2315 NW 21ST PL, PORTLAND, OR 97210",45.539173,-122.695914
"8611 N COLUMBIA BLVD, PORTLAND, OR 97203",45.603611,-122.749048
"929 N RUSSELL ST, PORTLAND, OR 97227",45.541089,-122.676108
"9222 N HARBORGATE ST, PORTLAND, OR 97203",45.620233,-122.771497
"2516 NW 29TH AVE BLDG 8, PORTLAND, OR 97210",45.540094,-122.710988
"12730 NE WHITAKER WAY, PORTLAND, OR 97230",45.56052,-122.531085
"4740 SE 25TH AVE, PORTLAND, OR 97202",45.488648,-122.640473
"22901 NE SANDY BLVD, FAIRVIEW, OR 97024",45.542711,-122.428236
"2625 NW INDUSTRIAL, PORTLAND, OR 97210",45.541195,-122.706919
"8440 NE HALSEY, PORTLAND, OR 97220",45.533494,-122.576308
"17401 NE HALSEY, PORTLAND, OR 97230",45.534623,-122.48302
"4400 SE 17TH AVE, PORTLAND, OR 97202",45.491313,-122.648348
"9800 SE POWELL BLVD, PORTLAND, OR 97266",45.497142,-122.564673
"2222 NW ELEVEN MILE AVE, GRESHAM, OR 97030",45.511076,-122.458319
"6763 NE 59TH PL STE 7, PORTLAND, OR 97218",45.565104,-122.60199
"4332 SE 62ND RD, PORTLAND, OR 97206",45.491176,-122.599381
"16200 SW 72ND AVE, PORTLAND, OR 97224",45.404906,-122.748909
"4466 NW YEON, PORTLAND, OR 97210",45.554907,-122.732459
"6211 N ENSIGN ST, PORTLAND, OR 97217",45.571267,-122.71216
"999 NW FRONTAGE RD, TROUTDALE, OR 97060",45.545446,-122.39866
"2405 NE 244TH, WOOD VILLAGE, OR 97060",45.541671,-122.411721
"9000 NE MARX DR, PORTLAND, OR 97220",45.56752,-122.572288
"5838 NE COLUMBIA, PORTLAND, OR 97218",45.568811,-122.601346
"9901 HURST AVE, PORTLAND, OR 97217",45.593691,-122.709583
"6712 N CUTTER CIR, PORTLAND, OR 97217",45.569432,-122.707001
"2575 NW GRAHAM CIR, TROUTDALE, OR 97060",45.552669,-122.41076
"3101 SW SAM JACKSON PK RD, PORTLAND, OR 97239",45.500549,-122.684045
"2800 NW NELA AVE, PORTLAND, OR 97210",45.543484,-122.70932
"8100 NE 14TH PL, PORTLAND, OR 97211",45.581026,-122.650267
"2123 SE HOGAN RD, GRESHAM, OR 97080",45.489671,-122.41387
"1 N CENTER COURT DR STE 200, PORTLAND, OR 97227",45.532092,-122.667778
"65 SE WASHINGTON ST, PORTLAND, OR 97214",45.518742,-122.664813
"4701 SE 24TH AVE, PORTLAND, OR 97202",45.488922,-122.641477
"6620 N RICHMOND ST, PORTLAND, OR 97203",45.584177,-122.754163
"909 N COLUMBIA BLVD STE C, PORTLAND, OR 97217",45.584199,-122.675951
"7543 N UPLAND DR, PORTLAND, OR 97203",45.599317,-122.738735
"2705 NE ARGYLE ST, PORTLAND, OR 97211",45.577106,-122.640097
"18321 SE GIESE RD, GRESHAM, OR 97030",45.499505,-122.472947
"463 PERIMETER WAY DOOR 7, TROUTDALE, OR 97060",45.550863,-122.393394
"7900 NW ST. HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"2530 N MARINE DR BLDG C, PORTLAND, OR 97217",45.609057,-122.69125
"6400 SE 101ST AVE, PORTLAND, OR 97266",45.476131,-122.559837
"23365 NE HALSEY ST, WOOD VILLAGE, OR 97294",45.533521,-122.456486
"21414 NE SANDY BLVD, FAIRVIEW, OR 97024",45.543232,-122.445248
"13940 N RIVERGATE BLVD, PORTLAND, OR 97203",45.621753,-122.780138
"7780 NE AIR CARGO RD, PORTLAND, OR 97218",45.584215,-122.581816
"12773 NE WHITAKER WAY, PORTLAND, OR 97230",45.560409,-122.530789
"17383 NE SACRAMENTO ST, PORTLAND, OR 97230",45.540768,-122.484205
"4152 NE 185TH DR, GRESHAM, OR 97230",45.551711,-122.472888
"2233 NE 244TH AVE, WOOD VILLAGE, OR 97060",45.540422,-122.411783
"2455 NW 29TH AVE, PORTLAND, OR 97210",45.539707,-122.711147
"4825 N BASIN AVE, PORTLAND, OR 97217",45.558287,-122.699819
"17905 NE SANDY BLVD, GRESHAM, OR 97230",45.546377,-122.479726
"18456 NE WILKES RD, PORTLAND, OR 97230",45.540665,-122.474283
"234 NE 12TH AVE, PORTLAND, OR 97232",45.524581,-122.65352
"6440 NE 82ND AVE, PORTLAND, OR 97208",45.569042,-122.577613
"3900 NE BRYANT ST, PORTLAND, OR 97211",45.573388,-122.622569
"8914 NE ALDERWOOD RD, PORTLAND, OR 97220",45.573723,-122.574629
"1439 SE 122ND AVE, PORTLAND, OR 97233",45.513223,-122.537753
"4110 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"2630B SE 39TH LOOP, HILLSBORO, OR 97123",45.499248,-122.944022
"23225 NW EVERGREEN PKWY, HILLSBORO, OR 97124",45.550993,-122.918965
"45296 SW RITCHEY RD, FOREST GROVE, OR 97116",45.511116,-123.149104
"9100 SW GEMINI, BEAVERTON, OR 97008",45.454381,-122.791153
"9000 SW DURHAM RD, TIGARD, OR 97224",45.40437,-122.766523
"2501 229TH AVE NW, HILLSBORO, OR 97124",45.550374,-122.909889
"26020 NW EVERGREEN, HILLSBORO, OR 97124",45.549863,-122.984162
"1416 NW JACKSON ST, HILLSBORO, OR 97124",45.525263,-123.003509
"19185 SW 90TH, TUALATIN, OR 97062",45.380323,-122.77062
"26045 SW GRAHAMS FERRY RD, SHERWOOD, OR 97140",45.332097,-122.791606
"1040 NE 25TH, HILLSBORO, OR 97214",45.515439,-122.640074
"9908 SW TIGARD ST, TIGARD, OR 97223",45.433066,-122.77733
"13600 SW KARL BRAUN DR, BEAVERTON, OR 97077",45.498606,-122.816481
"16130 SW MERLO RD, BEAVERTON, OR 97006",45.505213,-122.844341
"23050 SW 82ND AVE, TUALATIN, OR 97062",45.354191,-122.761855
"3500 SW 78TH, PORTLAND, OR 97225",45.494729,-122.757822
"18300 NW PARKVIEW BLVD, PORTLAND, OR 97229",45.545228,-122.866036
"28335 NW EVERGREEN RD, HILLSBORO, OR 97124",45.549943,-122.968934
"9145 SW TUALATIN RD, TUALATIN, OR 97062",45.387416,-122.77063
"5900 SW SCHOLLS FERRY RD, PORTLAND, OR 97225",45.477344,-122.763445
"23176 NW BENNETT ST, HILLSBORO, OR 97124",45.554689,-122.917647
"14380 NW SCIENCE PARK DR, PORTLAND, OR 97229",45.527875,-122.826095
"15707 SW WALKER RD, BEAVERTON, OR 97006",45.516415,-122.838817
"13955 SW TERMAN DR, BEAVERTON, OR 97077",45.496693,-122.819621
"7300 SW SCHOLLS FERRY RD, BEAVERTON, OR 97008",45.466422,-122.777294
"13900 SW KARL BRAUN DR, BEAVERTON, OR 97007",45.499338,-122.819667
"13700 SW KARL BRAUN DR, BEAVERTON, OR 97005",45.499198,-122.818114
"9735 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.378251,-122.778446
"19300 SW TETON AVE, TUALATIN, OR 97062",45.382651,-122.78367
"505 NW 185TH AVE, BEAVERTON, OR 97006",45.52347,-122.867553
"953 SE MAPLE ST, HILLSBORO, OR 97123",45.514975,-122.97494
"36260 SW TONGUE LN, CORNELIUS, OR 97113",45.483963,-123.047576
"6000 SW MINTER BRIDGE RD, HILLSBORO, OR 97123",45.476752,-122.985929
"16060 SW KING CHARLES, PORTLAND, OR 97224",45.403046,-122.801903
"4123 NW RICKEY TERR, HILLSBORO, OR 97124",45.547935,-122.896352
"11555 SW LEVETON DR, TUALATIN, OR 97062",45.385905,-122.796927
"13019 SW HERMAN RD, TUALATIN, OR 97062",45.375717,-122.811236
"10725 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.375616,-122.786437
"7333 SW BONITA RD, PORTLAND, OR 97224",45.415116,-122.752416
"10500 SW MANHASSET DR, TUALATIN, OR 97062",45.379031,-122.783652
"699 SW WOOD ST, HILLSBORO, OR 97123",45.512623,-123.001253
"19550 SW 97TH AVE, TUALATIN, OR 97062",45.419658,-122.556558
"9500 SW INGLEWOOD, BEAVERTON, OR 97225",45.486436,-122.771318
"11285 SW CENTER ST, BEAVERTON, OR 97005",45.493829,-122.792998
"12000 SW TONQUIN RD, SHERWOOD, OR 97140",45.34788,-122.800098
"8900 SW BURNHAM ST STE E105, TIGARD, OR 97223",45.430559,-122.771271
"23035 NW JACOBSON DR, HILLSBORO, OR 97124",45.565329,-122.920121
"19480 SW 118TH, TUALATIN, OR 97062",45.378502,-122.798882
"7330 SW LANDMARK LN, PORTLAND, OR 97224",45.418137,-122.750015
"9600 SW ALLEN BLVD, BEAVERTON, OR 97005",45.473497,-122.776908
"10065 SW COMMERCE CIR, WILSONVILLE, OR 97070",45.335493,-122.777007
"9900 SW HERMAN RD, TUALATIN, OR 97062",45.38644,-122.778463
"7257 SW KABLE LN, PORTLAND, OR 97224",45.408124,-122.749352
"2787 SW 75TH, HILLSBORO, OR 97123",45.505017,-122.903848
"19405 SW 125TH CT, TUALATIN, OR 97062",45.378733,-122.806502
"6700 SW 110TH CT, BEAVERTON, OR 97005",45.486528,-122.790104
"10295 SW RIDDER RD, WILSONVILLE, OR 97070",45.331762,-122.782277
"10054 SW ARCTIC DR, BEAVERTON, OR 97005",45.481262,-122.780735
"13900 NW SCIENCE PARK DR, PORTLAND, OR 97229",45.526146,-122.821394
"20525 CIPOLE RD, SHERWOOD, OR 97140",45.371163,-122.809708
"13725 SW MILLIKAN WAY, BEAVERTON, OR 97005",45.489164,-122.806291
"5800 SW WESTERN, BEAVERTON, OR 97005",45.477346,-122.782622
"3707 24TH AVE, FOREST GROVE, OR 97116",45.525226,-123.082677
"10750 SW 5TH, BEAVERTON, OR 97005",45.483659,-122.786031
"401 N 26TH AVE, CORNELIUS, OR 97113",45.525179,-123.039789
"24130 SW GRAHAMS FERRY RD, SHERWOOD, OR 97140",45.346833,-122.784887
"10450 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.377155,-122.783779
"28159 SW RAYNARD RD, HILLSBORO, OR 97123",45.41156,-122.967957
"24700 SW TILE FLAT RD, HILLSBORO, OR 97123",45.443754,-122.930666
"9775 SW COMMERCE CIR STE C-6, WILSONVILLE, OR 97070",45.336234,-122.777127
"1800 SW MERLO, BEAVERTON, OR 97006",45.508544,-122.851961
"11200 SW LEVETON DR, TUALATIN, OR 97062",45.385945,-122.793442
"7400 SW LANDMARK LN, PORTLAND, OR 97224",45.418133,-122.750452
"3695 SW 185TH AVE, ALOHA, OR 97078",45.497107,-122.862915
"1811 18TH AVE, FOREST GROVE, OR 97116",45.517172,-123.115627
"10680 NW 289TH PL, NORTH PLAINS, OR 97133",45.668573,-123.028124
"6795 SW 111TH AVE, BEAVERTON, OR 97008",45.470648,-122.7909
"2213 SW 153RD DR, BEAVERTON, OR 97006",45.501331,-122.835855
"7920 SW HUNZIKER ST, TIGARD, OR 97223",45.430559,-122.771271
"24499 SW GRAHAMS FERRY RD, WILSONVILLE, OR 97070",45.317319,-122.799726
"4735 CORNELIUS PASS RD, HILLSBORO, OR 97124",45.553072,-122.900575
"9814 SW TIGARD ST, TIGARD, OR 97223",45.43274,-122.776643
"13662 NW COMMERCE ST, BANKS, OR 97106",45.617737,-123.111079
"4475 SW FERNHILL RD, FOREST GROVE, OR 97116",45.487585,-123.093996
"15930 SW TUALATIN SHRWD RD, SHERWOOD, OR 97140",45.368228,-122.840298
"2025 SW MERLO CT, BEAVERTON, OR 97006",45.505279,-122.847218
"4600 NW BROOKWOOD PKWY, HILLSBORO, OR 97124",45.548307,-122.927294
"19855 SW 124TH AVE, TUALATIN, OR 97062",45.37668,-122.805014
"12345 SW MYSLONY ST, TUALATIN, OR 97062",45.376491,-122.804934
"21450 W UNION RD, HILLSBORO, OR 97124",45.519908,-123.879723
"8245 SW BARNES RD, PORTLAND, OR 97225",45.510563,-122.760766
"12805 SW 77TH PL, TIGARD, OR 97223",45.436623,-122.79817
"3150 NW 229TH AVE STE 150, HILLSBORO, OR 97124",45.550287,-122.909876
"10950 SW 5TH ST STE 310, BEAVERTON, OR 97005",45.48365,-122.788806
"7230 NW EVERGREEN PKWY, HILLSBORO, OR 97124",45.53819,-122.871281
"12777 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.369036,-122.807991
"5500 SW WESTERN AVE, BEAVERTON, OR 97005",45.480156,-122.782777
"9693 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.378982,-122.774665
"31615 NW SCOTCH CHURCH RD, HILLSBORO, OR 97124",45.572673,-123.000417
"4495 NW 235TH AVE, HILLSBORO, OR 97124",45.553422,-122.9184
"14600 SW SEXTON MTN DR, BEAVERTON, OR 97005",45.460067,-122.826602
"555 NE 53RD AVE, HILLSBORO, OR 97124",45.524247,-122.928874
"ONE BOWERMAN DR, BEAVERTON, OR 97005",45.485786,-122.800314
"14650 SW 97TH AVE, TIGARD, OR 97224",45.415174,-122.77622
"19585 SW 118TH AVE, TUALATIN, OR 97062",45.377534,-122.799031
"9995 SW AVERY ST, TUALATIN, OR 97062",45.371732,-122.779142
"28757 NW WEST UNION RD, NORTH PLAINS, OR 97133",45.596196,-122.97516
"21555 NW AMBERWOOD DR, HILLSBORO, OR 97124",45.537797,-122.898103
"736 BASELINE ST, CORNELIUS, OR 97113",45.520083,-123.058258
"3725 SW HOCKEN AVE, BEAVERTON, OR 97005",45.492289,-122.814445
"2920 SE 74TH AVE, HILLSBORO, OR 97123",45.501481,-122.90568
"13600 SW GALBREATH DR, SHERWOOD, OR 97140",45.371801,-122.818216
"11095 SW INDUSTRIAL WAY BLDG B, TUALATIN, OR 97062",45.367613,-122.78961
"18135 SW BOONES FERRY RD, PORTLAND, OR 97224",45.38738,-122.757017
"9820 SW TIGARD ST, TIGARD, OR 97223",45.432761,-122.776686
"14305 SW MILLIKAN, BEAVERTON, OR 97005",45.489164,-122.806291
"780 SW BAILEY AVE, HILLSBORO, OR 97123",45.514412,-122.992478
"14400 NW GREENBRIER PKWY, BEAVERTON, OR 97006",45.524738,-122.826324
"9949 SW COMMERCE CIR, WILSONVILLE, OR 97070",45.335279,-122.774431
"2750 SE 39TH AVE, HILLSBORO, OR 97123",45.51607,-122.941847
"10350 SW TUALATIN RD, TUALATIN, OR 97062",45.389673,-122.782889
"49800 SW SCOGGINS VALLY RD, GASTON, OR 97119",45.468992,-123.189299
"160 SW FREEMAN AVE, HILLSBORO, OR 97123",45.521709,-122.99811
"1220 SW WALNUT ST, HILLSBORO, OR 97123",45.517555,-123.002681
"3205 SE MINTER BRIDGE RD, HILLSBORO, OR 97123",45.496898,-122.967848
"10189 SW AVERY ST, TUALATIN, OR 97062",45.37173,-122.782688
"8600 SW HILLSBORO HWY, HILLSBORO, OR 97123",45.457437,-122.991494
"11715 SW HILLSBORO HWY, HILLSBORO, OR 97123",45.435424,-122.974444
"14140 SW 72ND AVE STE 100, TIGARD, OR 97224",45.405217,-122.748984
"10630 SW MANHASSET DR, TUALATIN, OR 97062",45.379029,-122.784471
"2085 NW 153RD AVE, BEAVERTON, OR 97006",45.535055,-122.833859
"3663 SW DILLEY RD, FOREST GROVE, OR 97116",45.493512,-123.129557
"2329 YEW ST, FOREST GROVE, OR 97116",45.524325,-123.073046
"23810 NW HUFFMAN ST, HILLSBORO, OR 97124",45.229191,-123.179569
"19600 SW 129TH AVE STE A, TUALATIN, OR 97062",45.377487,-122.810085
"18300 SW BOONES FERRY, DURHAM, OR 97224",45.387481,-122.756904
"16325 SW UPR BOONES FRY RD, TIGARD, OR 97224",45.402173,-122.752647
"9985 SW 125TH, BEAVERTON, OR 97006",45.468067,-122.805
"9665 SW TUALATIN SHRWD RD, TUALATIN, OR 97062",45.378982,-122.774665
"16580 SW 85TH, TIGARD, OR 97224",45.402955,-122.764512
"20001 SW TETON AVE, TUALATIN, OR 97062",45.375399,-122.781911
"6701 SW MCEWAN RD, LAKE OSWEGO, OR 97035",45.389893,-122.742684
"13520 SW HANSON RD, BEAVERTON, OR 97005",45.463507,-122.815089
"CHERRY GROVE PUMP STA, GASTON, OR 97119",45.446197,-123.24345
"5570 SW WESTERN AVE, BEAVERTON, OR 97005",45.477613,-122.782774
"3235 SW RIVER RD, HILLSBORO, OR 97123",45.496454,-122.942598
"501 WATERCREST, FOREST GROVE, OR 97116",45.533148,-123.134709
"710 SW ARMCO AVE, HILLSBORO, OR 97123",45.515985,-123.000976
"2111 NE 25TH AVE, HILLSBORO, OR 97124",45.540177,-122.957187
"3585 SW 198TH, ALOHA, OR 97007",45.493964,-122.881299
"1800 NW 169TH PL STE C700, BEAVERTON, OR 97006",45.532288,-122.851819
