"address","lat","lon"
"13750 SE JOHNSON RD, MILWAUKIE, OR 97222",45.42403,-122.582816
"9700 SE LAWNFIELD RD, CLACKAMAS, OR 97015",45.421061,-122.562258
"760 NW HWY 224, ESTACADA, OR 97023",45.288661,-122.34016
"28890 HWY 213, LIBERAL, OR 97038",45.188632,-122.587231
"100 SW FOOTHILLS RD, LAKE OSWEGO, OR 97034",45.420603,-122.659966
"29400 RIVER MILL RD, ESTACADA, OR 97023",45.305141,-122.343634
"24420 S HWY 99E, CANBY, OR 97013",45.255108,-122.709168
"4800 MILL ST, WEST LINN, OR 97068",45.359423,-122.611594
"30625 SW Industrial Way, WILSONVILLE, OR 97070",45.302637,-122.779699
"13963 S FIR ST, OREGON CITY, OR 97045",45.328967,-122.582823
"15555 HWY 211 S, MOLALLA, OR 97038",45.158454,-122.547959
"1500 DIVISION ST, OREGON CITY, OR 97045",45.356626,-122.588351
"20200 SE FIRWOOD RD, SANDY, OR 97055",45.377504,-122.225773
"4909 SE INTERNATIONAL WAY, MILWAUKIE, OR 97222",45.434391,-122.614474
"23123 SE EAGLE CREEK RD, EAGLE CREEK, OR 97022",45.356284,-122.35256
"800 NW 3RD AVE, CANBY, OR 97013",45.261061,-122.702707
"31200 SW Industrial Way, WILSONVILLE, OR 97070",45.30167,-122.779391
"29300 S MOLALLA AVE, MOLALLA, OR 97038",45.182064,-122.587935
"25375 SE TALON RD, EAGLE CREEK, OR 97022",45.400835,-122.497276
"13340 SE 84TH, CLACKAMAS, OR 97015",45.425512,-122.572453
"505 NE 3RD ST, CANBY, OR 97013",45.265729,-122.689943
"9911 SE ELON ST, CLACKAMAS, OR 97015",45.407001,-122.561514
"15124 S SPRINGWATER RD, OREGON CITY, OR 97045",45.386812,-122.489511
"10448 HWY 212, CLACKAMAS, OR 97015",45.407661,-122.556643
"9450 SE MANGAN DR, CLACKAMAS, OR 97015",45.400576,-122.566903
"410 INDUSTRIAL, MOLALLA, OR 97038",45.153133,-122.600762
"32900 MOLALLA FOREST, MOLALLA, OR 97038",45.119787,-122.541423
"1516 MAIN ST, OREGON CITY, OR 97045",45.36311,-122.600768
"8855 SE OTTY RD, Happy Valley, OR 97086",45.451446,-122.573677
"10405 SOUTH BARNARDS ROAD, MOLALLA, OR 97038",45.172435,-122.640552
"15484 SE 94TH AVE, CLACKAMAS, OR 97015",45.410689,-122.566488
"13521 SE PHEASANT CT, PORTLAND, OR 97222",45.424547,-122.590085
"10151 SE JENNIFER ST, CLACKAMAS, OR 97015",45.40013,-122.56799
"601 SW 1ST AVE, CANBY, OR 97013",45.261352,-122.694804
"112 DIXON AVE, MOLALLA, OR 97038",45.148432,-122.584246
"26994 SE 95TH AVENUE, WILSONVILLE, OR 97070",45.324298,-122.772347
"15020 SE MCLOUGHLIN BLVD, MILWAUKIE, OR 97267",45.414328,-122.630522
"38862 PROCTOR BLVD, SANDY, OR 97055",45.397234,-122.263711
"16066 BOONES FERRY RD, LAKE OSWEGO (OSWEGO), OR 97035",45.409303,-122.721329
"2366 SE OCHOCO ST, MILWAUKIE, OR 97222",45.458687,-122.639096
"1839 MOLALLA AVE STE D, OREGON CITY, OR 97045",45.333897,-122.58843
"106 N IVY ST, CANBY, OR 97206",45.468325,-122.678027
"480 PORTLAND AVE STE A, GLADSTONE, OR 97027",45.38012,-122.59446
"12300 SE SUNNYSIDE RD, CLACKAMAS, OR 97015",45.428407,-122.537589
"14626 SE MCLOUGHLIN BLVD, MILWAUKIE , OR 97267",45.416835,-122.632188
"417 1ST ST, LAKE OSWEGO (OSWEGO), OR 97034",45.419564,-122.664124
"927 MOLALLA AVE, OREGON CITY, OR 97045",45.342338,-122.595016
"29911 SW BOONES FERRY RD, WILSONVILLE, OR 97070",45.304222,-122.771181
"19600 MOLALLA AVE, OREGON CITY, OR 97045",45.332423,-122.587285
"6335 SE HARMONY RD, MILWAUKIE, OR 97222",45.43206,-122.598224
"16060 SE 82ND DR, CLACKAMAS, OR 97015",45.406923,-122.568822
"13750 SE RENTON AVE, MILWAUKIE, OR 97222",45.42327,-122.652432
"19300 SW 65TH AVE, TUALATIN, OR 97062",45.379112,-122.743917
"24485 BOONES FERRY RD, AURORA, OR 97002",45.275535,-122.780951
"12900 SE CAPPS RD, CLACKAMAS, OR 97015",45.399279,-122.531613
"13009 SE JENNIFER ST STE 101, CLACKAMAS, OR 97015",45.404256,-122.535679
"SUBSTN ELECTRIC RELY, SUBSTATION, OR 97000",NA,NA
"32899 S MOLALLA FOREST RD, MOLALLA, OR 97038",45.119787,-122.541423
"26300 SW 95TH AVE STE 100, WILSONVILLE, OR 97070",45.329944,-122.772541
"790 SE HWY 211, ESTACADA, OR 97023",45.288661,-122.34016
"10350 SW ARROWHEAD CRK LN, WILSONVILLE, OR 97070",45.378419,-122.527647
"10300 SE JENNIFER ST, CLACKAMAS, OR 97015",45.403051,-122.556058
"2001 WASHINGTON ST, OREGON CITY, OR 97045",45.37034,-122.588463
"4100 NORFOLK ST, WEST LINN, OR 97068",45.356254,-122.630114
"800 NW EVERGREEN RD, ESTACADA, OR 97023",45.307335,-122.782083
"2515 SE MAILWELL DR, MILWAUKIE, OR 97222",45.454776,-122.63939
"35855 SE KELSO RD, BORING, OR 97009",45.418489,-122.290232
"11800 SE MT SCOTT BLVD, PORTLAND, OR 97086",45.459565,-122.527485
"1140 NW 3RD AVE, CANBY, OR 97013",45.259693,-122.706388
"10000 SW RIDDER RD, WILSONVILLE, OR 97070",45.33176,-122.782087
"17260 S BECKMAN RD, OREGON CITY, OR 97045",45.345138,-122.513352
"6465 SE CROSSWHITE, MILWAUKIE, OR 97206",45.457827,-122.596786
"25700 SW PETES MOUNTAIN RD, WEST LINN, OR 97068",45.334197,-122.677159
"11901 HWY 212, CLACKAMAS, OR 97015",45.407733,-122.544378
"13200 SW WILSONVILLE RD, WILSONVILLE, OR 97070",45.289806,-122.812058
"895 MOLALLA AVE, OREGON CITY, OR 97045",45.342947,-122.595554
"31919 SW PEACH COVE RD, WEST LINN, OR 97068",45.289137,-122.669644
"902 ABERNETHY RD, OREGON CITY, OR 97045",45.363231,-122.590785
"26688 E WELCHES RD, WELCHES, OR 97067",45.33017,-121.960558
"52500 HWY 26, SANDY, OR 97055",45.329633,-121.911127
"50105 SE ROCK CUT RD, CORBETT, OR 97019",45.507261,-122.901783
"33400 SE JARL RD, BORING, OR 97009",45.408804,-122.312434
"10200 SE SUNNYSIDE RD, CLACKAMAS, OR 97015",45.433532,-122.560451
"2440 SE STUBB ST, MILWAUKIE, OR 97222",45.458286,-122.638285
"6775 SW MCEWAN, LAKE OSWEGO, OR 97035",45.389893,-122.742684
"19009 BARTON PARK RD, BORING, OR 97009",45.385452,-122.408102
"15300 SE MINUTEMAN WAY, CLACKAMAS, OR 97015",45.415038,-122.499461
"13560 SE 97TH AVE, CLACKAMAS, OR 97015",45.424115,-122.561183
"33831 SE HWY 224, ESTACADA, OR 97023",45.270968,-122.316911
"4260 SW KENTHORPE WAY, WEST LINN, OR 97068",45.386494,-122.633418
"6667 SE JOHNSON CREEK BLVD, MILWAUKIE, OR 97206",45.456048,-122.593557
"15941 S AGNES AVE, OREGON CITY, OR 97045",45.374759,-122.58935
"19600 MOLALLA AVE, OREGON CITY, OR 97405",43.274586,-123.350515
"12424 W TOLIVER RD, MOLALLA, OR 97038",45.160222,-122.619722
"32905 S MORCOM RD, WOODBURN, OR 97071",45.131157,-122.76657
"591 N CEDAR ST, CANBY, OR 97013",45.265368,-122.704205
"2400 SW HAZEL RD, LAKE OSWEGO, OR 97034",45.426998,-122.700955
"209 WARNER MILNE RD, OREGON CITY, OR 97045",45.336551,-122.598174
"27650 SW 95TH AVE, WILSONVILLE, OR 97070",45.322396,-122.772406
"17550 SW 63RD, LAKE OSWEGO, OR 97035",45.399194,-122.741323
"17350 BOONES FERRY RD, LAKE OSWEGO, OR 97035",45.400139,-122.736331
"8747 S HEINZ RD, CANBY, OR 97013",45.192997,-122.686542
"4400 SW ADVANCE RD, WILSONVILLE, OR 97070",45.31737,-122.72081
"1600 SE 4TH AVE, CANBY, OR 97013",45.261277,-122.684607
"220 S JOHN ADAMS ST, OREGON CITY, OR 97045",45.351411,-122.608722
"206 S JOHN ADAMS ST, OREGON CITY, OR 97045",45.351411,-122.608722
"1211 JACKSON ST, OREGON CITY, OR 97045",45.357592,-122.596029
"16631 SE 232ND DR, DAMASCUS, OR 97089",45.401024,-122.423202
"11814 SE JENNIFER ST, CLACKAMAS, OR 97015",45.403046,-122.554635
"30510 E BLOSSOM TRL, GOVERNMENT CAMP, OR 97028",45.305075,-121.754758
"13388 S MOLALLA FOREST RD, MOLALLA, OR 97038",45.141252,-122.591651
"16009 SE 106TH ST, CLACKAMAS, OR 97015",45.406839,-122.553972
"9201 S KRAXBERGER RD, CANBY, OR 97013",45.226965,-122.670975
"453 INDUSTRIAL WAY, MOLALLA, OR 97038",45.153691,-122.600785
"5095 MAPELTON DR, WEST LINN, OR 97068",45.383874,-122.626676
"12700 SE 82ND, CLACKAMAS, OR 97015",45.420187,-122.572611
"9500 SW BOECKMAN RD, WILSONVILLE, OR 97070",45.317326,-122.774341
"27555 SW BOONES FERRY RD, WILSONVILLE, OR 97070",45.320436,-122.769888
"9275 TAUCHMAN ST, WILSONVILLE, OR 97070",45.294167,-122.773086
"1900 SE 4TH AVE, CANBY, OR 97013",45.261277,-122.684607
"6541 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.456041,-122.593881
"1363 SW BORLAND RD, WEST LINN, OR 97068",45.360381,-122.689906
"15962 S HUNTER AVE, OREGON CITY, OR 97045",45.375393,-122.575168
"417 1ST ST, LAKE OSWEGO, OR 97034",45.419564,-122.664124
"29299 SE WHEELER RD, BORING, OR 97009",45.457736,-122.361236
"1075 NW PARK AVE, ESTACADA, OR 97023",45.308867,-122.348899
"19645 SE SUNNYSIDE RD, DAMASCUS, OR 97089",45.41857,-122.460587
"26994 SW 95TH AVE BLDG 100, WILSONVILLE, OR 97070",45.324298,-122.772347
"960 82ND DR, GLADSTONE, OR 97027",45.387689,-122.576076
"37300 RUBIN LN, SANDY, OR 97055",45.39999,-122.279322
"8205 SE GRAY ST, HAPPY VALLEY, OR 97086",45.46086,-122.579034
"9602 SE CLACKAMAS RD, CLACKAMAS, OR 97015",45.410506,-122.564405
"16885 S EADEN RD, OREGON CITY, OR 97045",45.362434,-122.400786
"9109 SE 64TH, MILWAUKIE, OR 97206",45.461497,-122.597622
"28655 SE HWY 212, BORING, OR 97015",45.416267,-122.460954
"412 S SWEIGLE, MOLALLA, OR 97038",45.14421,-122.576264
"13785 SE AMBLER RD, CLACKAMAS, OR 97015",45.4234,-122.574932
"37470 RUBEN LN, SANDY, OR 97055",45.399777,-122.279213
"20666 S HWY 213, OREGON CITY, OR 97045",45.306728,-122.567073
"29895 SW KINSMAN RD, WILSONVILLE, OR 97070",45.303966,-122.77806
"5655 SW WILLOW LN, LAKE OSWEGO, OR 97035",45.399155,-122.734463
"26267 SW 45TH DR, WILSONVILLE, OR 97070",45.330041,-122.722864
"27400 SW HWY 212, BORING, OR 97009",45.4279,-122.381189
"11719 SE 40TH AVE, MILWAUKIE, OR 97222",45.438651,-122.622103
"1100 SE WAVERLEY DR, PORTLAND, OR 97222",45.452493,-122.652076
"14275 S CLACKAMAS RVR DR, OREGON CITY, OR 97045",45.393598,-122.541187
"117 FOOTHILLS RD, LAKE OSWEGO, OR 97034",45.42079,-122.659886
"15975 SE 130TH AVE, CLACKAMAS, OR 97015",45.407291,-122.530222
"19070 S LYONS RD, OREGON CITY, OR 97045",45.30215,-122.475179
"26050 S HWY 170, CANBY, OR 97013",45.229721,-122.680039
"9750 SW HILLMAN CT STE 100, WILSONVILLE, OR 97070",45.32172,-122.776171
"19402 SE FOSTER RD, DAMASCUS, OR 97089",45.440856,-122.473552
"1150 NW PARK AVE, ESTACADA, OR 97023",45.309071,-122.347848
"30205 S WALL ST, COLTON, OR 97017",45.169259,-122.437476
"1480 N TERRITORIAL, CANBY, OR 97013",45.279585,-122.676909
"26250 SW PARKWAY CTR DR, WILSONVILLE, OR 97070",45.331928,-122.762368
"155 SE HAZEL DELL WAY, CANBY, OR 97013",45.267362,-122.674804
"10037 SW MATHER RD, CLACKAMAS, OR 97015",45.415956,-122.557988
"8855 SE OTTY RD, HAPPY VALLEY, OR 97086",45.451446,-122.573677
"7300 SE HARMONY RD, MILWAUKIE, OR 97222",45.432314,-122.588707
"15555 S HWY 211, MOLALLA, OR 97038",45.158454,-122.547959
"4401 SE JOHNSON CREEK BLVD, PORTLAND, OR 97222",45.460335,-122.617478
"9085 SE ENOCH CT, CLACKAMAS, OR 97015",45.415038,-122.499461
"13050 S MOLALLA FOREST RD, MOLALLA, OR 97038",45.145994,-122.595301
"23735 NE AIRPORT RD, AURORA, OR 97002",45.260376,-122.764377
"27300 SW PARKWAY AVE, WILSONVILLE, OR 97070",45.32221,-122.767869
"10025 SW FREEMAN CT, WILSONVILLE, OR 97070",45.326199,-122.778719
"2770 SE MAILWELL DR, MILWAUKIE, OR 97222",45.454636,-122.639456
"5001 SE JOHNSON CREEK BLVD, MILWAUKIE, OR 97222",45.459929,-122.611408
"9760 SW FREEMAN DR, WILSONVILLE, OR 97070",45.326273,-122.779186
"515 S BERG PKWY, CANBY, OR 97013",45.256394,-122.704049
"6160 SW WHISKEY HILL RD, HUBBARD, OR 97032",45.174846,-122.74051
"31348 S HWY 170, CANBY, OR 97013",45.153135,-122.681323
"3810 SE NAEF RD, MILWAUKIE, OR 97267",45.400136,-122.624292
"9889 SE MATHER RD, CLACKAMAS, OR 97015",45.415548,-122.55908
"24500 S ENTRANCE RD, ESTACADA, OR 97023",45.298964,-122.359541
"18574 S HWY 99 E, OREGON CITY, OR 97045",45.345668,-122.627293
"2425 SE MOORES ST, MILWAUKIE, OR 97222",45.459687,-122.637931
"5700 WILLOW LN, LAKE OSWEGO, OR 97035",45.399004,-122.734775
"37570 RUBEN LN STE B, SANDY, OR 97055",45.399604,-122.27921
"13530 S REDLAND RD, OREGON CITY, OR 97045",45.364243,-122.586958
"3701 NAEF RD, MILWAUKIE, OR 97267",45.399611,-122.625153
"16600 SE KENS CT, MILWAUKIE, OR 97267",45.402707,-122.627327
"1815 RED SOILS CT, OREGON CITY, OR 97045",45.332172,-122.594952
"26600 SW PARKWAY AVE, WILSONVILLE, OR 97070",45.327234,-122.76885
"6401 S MILLER, HUBBARD, OR 97032",45.165467,-122.73325
"16940 SE 130TH AVE, CLACKAMAS, OR 97015",45.399733,-122.530289
"28499 SW BOBERG RD, WILSONVILLE, OR 97070",45.313947,-122.772039
"9550 SE LAST RD, CLACKAMAS, OR 97015",45.404903,-122.564671
"8810 SE HERBERT CT, CLACKAMAS, OR 97015",45.416566,-122.572914
"15651 SE 125TH CT, CLACKAMAS, OR 97015",45.409672,-122.534941
"13529 SE JOHNSON RD, MILWAUKIE, OR 97222",45.424534,-122.582899
"14800 SE 82ND DR, CLACKAMAS, OR 97015",45.416092,-122.570286
"14830 SE 82ND DR, CLACKAMAS, OR 97015",45.415877,-122.570193
"15601 SE 90TH, CLACKAMAS, OR 97015",45.410024,-122.570701
"16800 SE 130TH, CLACKAMAS, OR 97015",45.412045,-122.529785
"15815 SE PIAZZA AVE, CLACKAMAS, OR 97015",45.408316,-122.554926
"800 NW THIRD, CANBY, OR 97013",45.261061,-122.702707
"2384 SE OCHOCO, MILWAUKIE, OR 97222",45.458697,-122.63894
"13270 SE PHEASANT CT, MILWAUKIE, OR 97222",45.425777,-122.589952
"122 S CENTER ST, OREGON CITY, OR 97045",45.351934,-122.610883
"195 FOOTHILLS RD, LAKE OSWEGO, OR 97034",45.420954,-122.658922
"10450 SW RIDDER RD, WILSONVILLE, OR 97070",45.331762,-122.782345
"24436 S HWY 99E, CANBY, OR 97013",45.255108,-122.709168
"15151 SE MINUTEMAN WAY, CLACKAMAS, OR 97015",45.415038,-122.499461
"4607 SE INTERNATIONAL WAY, MILWAUKIE, OR 97222",45.439427,-122.622727
"405 S REDWOOD ST, CANBY, OR 97013",45.261412,-122.676147
"10240 SE MATHER RD, CLACKAMAS, OR 97015",45.4175,-122.556516
"312001 SW INDUSTRIAL END WAY, WILSONVILLE, OR 97070",45.30167,-122.779391
"13600 SE AMBLER RD, CLACKAMAS, OR 97015",45.425311,-122.576328
"11507 SE HWY 212, CLACKAMAS, OR 97015",45.407795,-122.55044
"350 NW BAKER DR, CANBY, OR 97013",45.26725,-122.708914
"221 COMMERCIAL PKWY, MOLALLA, OR 97038",45.777304,-122.877871
"14151 FIR ST, OREGON CITY, OR 97045",45.328993,-122.581056
"777 NE 4TH AVE, CANBY, OR 97013",45.266666,-122.686351
"6051 S LONE ELDER RD, AURORA, OR 97002",45.232115,-122.742592
"9750 SW BARBER ST, WILSONVILLE, OR 97070",45.310106,-122.775136
"26100 SW 95TH AVE STE 202, WILSONVILLE, OR 97070",45.331262,-122.772722
"16261 SE 130TH AVE, CLACKAMAS, OR 97015",45.404183,-122.530352
"28890 S HWY 213, MOLALLA, OR 97038",45.188632,-122.587231
"17252 SW PILKINGTON RD, LAKE OSWEGO, OR 97035",45.400883,-122.73338
"15520 SE 102ND, CLACKAMAS, OR 97015",45.410411,-122.558565
"294 S WALNUT ST, CANBY, OR 97013",45.264931,-122.665319
"12055 SE 282ND AVE, BORING, OR 97009",45.435767,-122.372875
"375 S REDWOOD ST, CANBY, OR 97013",45.262123,-122.676659
"13963 FIR ST, OREGON CITY, OR 97045",45.328967,-122.582823
"16069 SE 98TH AVE, CLACKAMAS, OR 97015",45.406527,-122.562379
"12150 S HWY 211, MOLALLA, OR 97038",45.149577,-122.617129
"9275 SW PEYTON LN, WILSONVILLE, OR 97070",45.308928,-122.772615
"20395 STAFFORD RD SW, TUALATIN, OR 97062",45.372094,-122.704528
"16051 SE HWY 224, DAMASCUS, OR 97015",45.400351,-122.50005
"2320 WILLAMETTEFALL DR, WEST LINN, OR 97068",45.346354,-122.647564
"16901 MAPLE CIR, LAKE OSWEGO, OR 97034",45.403573,-122.71356
"OAK TERRACE DR TXLT 1411, LAKE OSWEGO, OR 97034",45.408265,-122.684362
"1152 NW COMMERCE CT, ESTACADA, OR 97023",45.307454,-122.349032
"18089 BRYANT RD, LAKE OSWEGO, OR 97034",45.39508,-122.719321
"13521 JOHNSON RD, MILWAUKIE, OR 97222",45.424552,-122.582896
"CANAL RD, LAKE OSWEGO, OR 97034",45.392344,-122.716958
"698 MCVEY AVE, LAKE OSWEGO, OR 97034",45.410298,-122.667448
"645 NORTH SHORE RD, LAKE OSWEGO, OR 97034",45.414256,-122.671137
"8916 NE VANCOUVER WAY BLDG B-C, PORTLAND, OR 97211",45.590218,-122.662224
"1516 NW NORTHRUP ST, PORTLAND, OR 97209",45.531358,-122.686614
"7355 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.455934,-122.587845
"1170 NE 63RD AVE, PORTLAND, OR 97213",45.53293,-122.598928
"2335 NW 29TH AVE, PORTLAND, OR 97210",45.538953,-122.711163
"2323 NW 29TH AVE, PORTLAND, OR 97210",45.538878,-122.711165
"18900 NE SAN RAFAEL, PORTLAND, OR 97230",45.537123,-122.47182
"12785 NE WHITAKER WAY, PORTLAND, OR 97230",45.560378,-122.530707
"13233 NE JARRETT ST, PORTLAND, OR 97230",45.564375,-122.523588
"4905 NE MLK BLVD, PORTLAND, OR 97211",45.581132,-122.637305
"2824 NE WASCO ST, PORTLAND, OR 97232",45.532156,-122.637346
"6437 SE DIVISION, PORTLAND, OR 97206",45.505474,-122.597178
"1705 E BURNSIDE AVE, GRESHAM, OR 97030",45.504418,-122.416766
"28930 SE POWELL VALLEY RD, GRESHAM, OR 97080",45.472076,-122.364149
"8900 NE VANCOUVER WAY, PORTLAND, OR 97211",45.590218,-122.662224
"924 N RUSSELL ST, PORTLAND, OR 97227",45.540939,-122.67607
"1015 NW 22ND AVE RM 422, PORTLAND, OR 97210",45.529927,-122.696658
"8111 NE COLUMBIA BLVD, PORTLAND, OR 97218",45.564973,-122.578785
"3500 N INTERSTATE AVE, PORTLAND, OR 97227",45.547751,-122.680996
"1318 NW NORTHRUP ST, PORTLAND, OR 97209",45.531392,-122.684596
"812 SE STARK, PORTLAND, OR 97214",45.51943,-122.657537
"1100 N COLUMBIA BLVD, PORTLAND, OR 97217",45.584115,-122.6791
"15011 N LOMBARD ST STE A, PORTLAND, OR 97203",45.636869,-122.767368
"5315 NE 101ST, PORTLAND, OR 97220",45.56188,-122.558772
"1620 SE 190TH AVE, PORTLAND, OR 97233",45.511193,-122.4679
"12106 NE AINSWORTH CIR, PORTLAND, OR 97220",45.564834,-122.53746
"10661 N LOMBARD ST, PORTLAND, OR 97203",45.605446,-122.76537
"2155 NE DIVISION, GRESHAM, OR 97030",45.50492,-122.410664
"5235 N COLUMBIA BLVD, PORTLAND, OR 97203",45.594219,-122.720122
"6724 NE 46TH AVE, PORTLAND, OR 97218",45.571659,-122.615718
"5750 NE MARINE DR, PORTLAND, OR 97218",45.592546,-122.583549
"905 NE 11TH AVE, PORTLAND, OR 97232",45.529448,-122.654612
"7111 NE ALDERWOOD, PORTLAND, OR 97218",45.573268,-122.584166
"9699 N RIVERGATE BLVD, PORTLAND, OR 97203",45.61849,-122.77743
"10801 N LOMBARD, PORTLAND, OR 97203",45.60685,-122.766541
"5555 N CHANNEL AVE, PORTLAND, OR 97217",45.5633,-122.72046
"1820 NW GRAHAM RD, TROUTDALE, OR 97060",45.551786,-122.404293
"17900 NE SAN RAFAEL, GRESHAM, OR 97230",45.537056,-122.479278
"5330 NE 105TH, PORTLAND, OR 97220",45.561774,-122.554622
"70543 NE HERMAN LOOP, CASCADE LOCKS, OR 97014",45.11437,-122.543921
"1 NE COLUMBIA BLVD, PORTLAND, OR 97211",45.582567,-122.666426
"4800 NE 122ND AVE, PORTLAND, OR 97230",45.55748,-122.537756
"5001 N COLUMBIA BLVD, PORTLAND, OR 97203",45.594093,-122.718685
"12005 N BURGARD RD, PORTLAND, OR 97203",45.612325,-122.764467
"2526 NW YEON AVE, PORTLAND, OR 97210",45.541053,-122.698512
"3710 SW US VETS HOSP RD, PORTLAND, OR 97239",45.488178,-122.691267
"10111 NE 6TH DR, PORTLAND, OR 97211",45.595808,-122.662354
"8424 N CRAWFORD ST, PORTLAND, OR 97203",45.585057,-122.756057
"1207 NW NAITO PKWY STE 204, PORTLAND, OR 97209",45.530839,-122.676248
"2172 NW MARINE DR, TROUTDALE, OR 97060",45.547892,-122.407716
"2700 SE TACOMA ST, PORTLAND, OR 97202",45.465031,-122.636928
"1151 SW VERMONT ST, PORTLAND, OR 97219",45.476031,-122.695739
"5458 N CHANNEL AVE, PORTLAND, OR 97217",45.562852,-122.717061
"1015 NW 22ND AVE R 350, PORTLAND, OR 97210",45.529927,-122.696658
"1698 SW CHERRY PARK RD, PORTLAND, OR 97230",45.421734,-122.751744
"20015 NE SANDY BLVD, PORTLAND, OR 97230",45.545148,-122.458344
"2690 NW NICOLAI ST, PORTLAND, OR 97210",45.539625,-122.706647
"11309 NE HOLMAN ST, PORTLAND, OR 97220",45.568101,-122.546849
"13135 N WOODRUSH WAY, PORTLAND, OR 97203",45.619879,-122.767462
"953 LLOYD CENTER, PORTLAND, OR 97232",45.531576,-122.654641
"707 SW WASHINGTON STE E400, PORTLAND, OR 97205",45.520758,-122.678903
"6801 SE 60TH, PORTLAND, OR 97206",45.475164,-122.601381
"900 N COLUMBIA BLVD, PORTLAND, OR 97217",45.584119,-122.675894
"12222 NW MARINA WAY, PORTLAND, OR 97231",45.617818,-122.805876
"9940 N VANCOUVER WAY, PORTLAND, OR 97217",45.598879,-122.672593
"3715 N INTERSTATE AVE, PORTLAND, OR 97227",45.549254,-122.680921
"2368 NW BURNSIDE RD, GRESHAM, OR 97030",45.51393,-122.450672
"8000 NE 14TH PL, PORTLAND, OR 97211",45.580881,-122.650272
"3500 N VICTORY BLVD, PORTLAND, OR 97217",45.604603,-122.703359
"3135 NW INDUSTRIAL ST, PORTLAND, OR 97210",45.541272,-122.714073
"5555 N LAGOON AVE, PORTLAND, OR 97217",45.563541,-122.713462
"19730 NE SANDY BLVD, PORTLAND, OR 97230",45.545139,-122.460204
"3800 SE 22ND, PORTLAND, OR 97202",45.495615,-122.643502
"7201 N INTERSTATE AVE, PORTLAND, OR 97217",45.575297,-122.682095
"3434 NE 170TH PL, PORTLAND, OR 97230",45.547509,-122.488888
"4505 SE 23RD, PORTLAND, OR 97222",45.460715,-122.641493
"9089 N DENVER AVE, PORTLAND, OR 97217",45.588678,-122.686978
"1525 NW 23RD AVE, PORTLAND, OR 97210",45.533525,-122.698821
"5885 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"14324 SE STARK ST, PORTLAND, OR 97233",45.519045,-122.515702
"3001 SE OXBOW PKWY, GRESHAM, OR 97080",45.489461,-122.305436
"2100 NW 22ND AVE, PORTLAND, OR 97210",45.53766,-122.696865
"2205 NE 244TH, WOOD VILLAGE, OR 97060",45.540219,-122.411781
"6647 NE 47TH AVE, PORTLAND, OR 97218",45.571377,-122.614212
"7933 NE 21ST AVE, PORTLAND, OR 97211",45.581935,-122.643696
"5410 NE 109TH AVE, PORTLAND, OR 97220",45.561832,-122.550578
"24800 SE STARK ST, GRESHAM, OR 97030",45.519031,-122.408304
"26000 SE STARK ST, GRESHAM, OR 97030",45.519068,-122.398417
"14321 NE WHITTAKER WAY, PORTLAND, OR 97230",45.556654,-122.513879
"5115 N LAGOON, PORTLAND, OR 97217",45.56035,-122.70713
"5858 NE 87TH AVE, PORTLAND, OR 97220",45.565653,-122.573328
"7835 SW 37TH AVE, PORTLAND, OR 97219",45.467999,-122.71546
"8900 N VANCOUVER AVE, PORTLAND, OR 97217",45.587799,-122.666685
"6147 SE FOSTER RD, PORTLAND, OR 97206",45.491514,-122.600717
"5722 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.457818,-122.604361
"501 DIXON, PORTLAND, OR 97227",45.534674,-122.671236
"1420 NW EVERETT ST, PORTLAND, OR 97209",45.524959,-122.685383
"5200 NW FRONT, PORTLAND, OR 97210",45.561307,-122.735766
"4850 NW FRONT AVE, PORTLAND, OR 97210",45.557857,-122.730969
"1035 SE 3RD AVE, PORTLAND, OR 97214",45.515561,-122.662858
"3900 NE 158TH ST, PORTLAND, OR 97230",45.53752,-122.500315
"2126 SW HALSEY ST, TROUTDALE, OR 97060",45.53828,-122.408857
"3743 SE 21ST ST, PORTLAND, OR 97202",45.496023,-122.644739
"8900 N RAMSEY BLVD, PORTLAND, OR 97203",45.623822,-122.771501
"2929 N KERBY AVE, PORTLAND, OR 97227",45.544014,-122.672042
"7601 N COLUMBIA BLVD, PORTLAND, OR 97203",45.598664,-122.739367
"3111 SE 13TH AVE STE 500, PORTLAND, OR 97202",45.500601,-122.652213
"4226 NE 161ST AVE STE A, PORTLAND, OR 97230",45.541633,-122.496807
"9637 SW 35TH DR, PORTLAND, OR 97219",45.454966,-122.711865
"19241 NE SAN RAFAEL ST, PORTLAND, OR 97230",45.537161,-122.466058
"432 NE 10TH AVE, PORTLAND, OR 97232",45.526027,-122.655538
"5741 NE 92ND DR, PORTLAND, OR 97220",45.565641,-122.568399
"7540 NW ST HELENS RD, PORTLAND, OR 97210",45.590097,-122.777919
"2710 NE DAVIS ST, PORTLAND, OR 97232",45.52426,-122.638054
"323 SE DIVISION PL, PORTLAND, OR 97202",45.504978,-122.662771
"9045 N RAMSEY BLVD, PORTLAND, OR 97203",45.623822,-122.771501
"13327 N WOODRUSH WAY, PORTLAND, OR 97203",45.619873,-122.767537
"3448 NW YEON AVE, PORTLAND, OR 97210",45.546777,-122.71115
