00473	BF	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.0774408282367065	lbs/yr	1.81523934374996	lbs/yr	1.81523934374996
00467	AW	67-63-0	Isopropyl alcohol	% Weight Pollutant	0.33	lbs/yr	7.56855	lbs/yr	7.56855
00468	AN	110-54-3	Hexane	% Weight Pollutant	0.02	lbs/yr	1.0625	lbs/yr	1.0625
00469	BI	108-88-3	Toluene	% Weight Pollutant	0.5	lbs/yr	383.402	lbs/yr	383.402
00471	AW	67-63-0	Isopropyl alcohol	% Weight Pollutant	0.99	lbs/yr	2483.5635	lbs/yr	2483.5635
00465	AZ	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.01	lbs/yr	7.0515	lbs/yr	7.0515
00470	AZ	78-93-3	Methyl ethyl ketone	% Weight Pollutant	1.0	lbs/yr	5675.865	lbs/yr	5675.865
00466	BI	108-88-3	Toluene	% Weight Pollutant	0.01	lbs/yr	14.71176	lbs/yr	14.71176
00491	P	1344-28-1	Aluminum oxide (fibrous forms)	% Weight Pollutant	0.0055	lbs/yr	0.028325	lbs/yr	0.028325
00492	P	1344-28-1	Aluminum oxide (fibrous forms)	% Weight Pollutant	0.0055	lbs/yr	0.0	lbs/yr	0.028325
00486	S	111-42-2	Diethanolamine	% Weight Pollutant	0.005	lbs/yr	1.263	lbs/yr	1.263
00487	S	111-42-2	Diethanolamine	% Weight Pollutant	0.0013	lbs/yr	0	lbs/yr	3.0696466208718615e-05
00495	V	107-21-1	Ethylene glycol	% Weight Pollutant	0.975	lbs/yr	5105.099999999999	lbs/yr	5105.099999999999
00484	Y	111-76-2	Ethylene glycol monobutyl ether	% Weight Pollutant	0.0625	lbs/yr	1.40625	lbs/yr	1.40625
00496	AB	7782-41-4	Fluorine gas	EF (lb/unit)	1	lbs/yr	0.19000000000000017	lbs/yr	0.19000000000000017
00485	AE	7647-01-0	Hydrochloric acid	% Weight Pollutant	0.055	lbs/yr	0.171875	lbs/yr	0.171875
00483	AH	67-63-0	Isopropyl alcohol	% Weight Pollutant	0.95	lbs/yr	3931.5939999999996	lbs/yr	3931.5939999999996
00488	AH	67-63-0	Isopropyl alcohol	% Weight Pollutant	0.95	lbs/yr	0.016746103038309115	lbs/yr	0.016746103038309115
