"address","lat","lon","clean_address"
"29911 SW BOONES FERRY RD, WILSONVILLE, OR 97070",45.3039688,-122.7720949,"29911 SW Boones Ferry Rd, Wilsonville, OR 97070, USA"
"19600 MOLALLA AVE, OREGON CITY, OR 97045",45.3229707,-122.5743069,"19600 Molalla Ave, Oregon City, OR 97045, USA"
"6335 SE HARMONY RD, MILWAUKIE, OR 97222",45.4322163,-122.5976858,"6335 SE Harmony Rd, Milwaukie, OR 97222, USA"
"16060 SE 82ND DR, CLACKAMAS, OR 97015",45.4065534,-122.5677051,"16060 SE 82nd Dr, Clackamas, OR 97015, USA"
"13750 SE RENTON AVE, MILWAUKIE, OR 97222",45.4237783,-122.6528117,"13750 SE Renton Ave, Milwaukie, OR 97222, USA"
"19300 SW 65TH AVE, TUALATIN, OR 97062",45.3785995,-122.7407028,"19300 SW 65th Ave, Tualatin, OR 97062, USA"
"24485 BOONES FERRY RD, AURORA, OR 97002",45.274022,-122.7822699,"24485 NE Boones Ferry Rd, Aurora, OR 97002, USA"
"12900 SE CAPPS RD, CLACKAMAS, OR 97015",45.3991688,-122.530528,"12900 SE Capps Rd, Clackamas, OR 97015, USA"
"13009 SE JENNIFER ST STE 101, CLACKAMAS, OR 97015",45.405627,-122.5283151,"13009 SE Jennifer St #101, Clackamas, OR 97015, USA"
"SUBSTN ELECTRIC RELY, SUBSTATION, OR 97000",NA,NA,"SUBSTN ELECTRIC RELY, SUBSTATION, OR 97000"
"32899 S MOLALLA FOREST RD, MOLALLA, OR 97038",45.1296546,-122.5454952,"32899 S Molalla Forest Rd, Molalla, OR 97038, USA"
"26300 SW 95TH AVE STE 100, WILSONVILLE, OR 97070",45.3299715,-122.7719278,"26300 SW 95th Ave #100, Wilsonville, OR 97070, USA"
"790 SE HWY 211, ESTACADA, OR 97023",45.2827553,-122.330912,"790 OR-211, Estacada, OR 97023, USA"
"10350 SW ARROWHEAD CRK LN, WILSONVILLE, OR 97070",45.2965306,-122.7832343,"10350 Arrowhead Creek Ln, Wilsonville, OR 97070, USA"
"10300 SE JENNIFER ST, CLACKAMAS, OR 97015",45.4027837,-122.5569968,"10300 SE Jennifer St, Clackamas, OR 97015, USA"
"2001 WASHINGTON ST, OREGON CITY, OR 97045",45.3705904,-122.589211,"2001 Washington St, Oregon City, OR 97045, USA"
"4100 NORFOLK ST, WEST LINN, OR 97068",45.3571612,-122.6304194,"4100 Norfolk St, West Linn, OR 97068, USA"
"800 NW EVERGREEN RD, ESTACADA, OR 97023",45.2974306,-122.3444047,"800 NW Evergreen Rd, Estacada, OR 97023, United States"
"2515 SE MAILWELL DR, MILWAUKIE, OR 97222",45.455333,-122.6365051,"2515 SE Mailwell Dr, Milwaukie, OR 97222, USA"
"35855 SE KELSO RD, BORING, OR 97009",45.4189195,-122.2938958,"35855 SE Kelso Rd, Boring, OR 97009, USA"
"11800 SE MT SCOTT BLVD, PORTLAND, OR 97086",45.4599554,-122.5431055,"11800 SE Mt Scott Blvd, Happy Valley, OR 97086, USA"
"1140 NW 3RD AVE, CANBY, OR 97013",45.2602212,-122.7068331,"1140 NW 3rd Ave, Canby, OR 97013, USA"
"10000 SW RIDDER RD, WILSONVILLE, OR 97070",45.3318728,-122.7794954,"10000 SW Ridder Rd, Wilsonville, OR 97070, USA"
"17260 S BECKMAN RD, OREGON CITY, OR 97045",45.34473,-122.512016,"17260 S Beckman Rd, Oregon City, OR 97045, USA"
"6465 SE CROSSWHITE, MILWAUKIE, OR 97206",45.4581531,-122.5957614,"6465 SE Crosswhite Way, Portland, OR 97206, USA"
"25700 SW PETES MOUNTAIN RD, WEST LINN, OR 97068",45.3303642,-122.6705686,"25700 SW Petes Mountain Rd, West Linn, OR 97068, USA"
"11901 HWY 212, CLACKAMAS, OR 97015",45.4084726,-122.5405166,"11901 SE Hwy 212, Clackamas, OR 97015, USA"
"13200 SW WILSONVILLE RD, WILSONVILLE, OR 97070",45.286502,-122.813316,"13200 SW Wilsonville Rd, Wilsonville, OR 97070, USA"
"895 MOLALLA AVE, OREGON CITY, OR 97045",45.3429974,-122.5951841,"895 Molalla Ave, Oregon City, OR 97045, USA"
"31919 SW PEACH COVE RD, WEST LINN, OR 97068",45.289314,-122.671435,"31919 SW Peach Cove Rd, West Linn, OR 97068, USA"
"902 ABERNETHY RD, OREGON CITY, OR 97045",45.3628921,-122.590147,"902 Abernethy Rd, Oregon City, OR 97045, USA"
"26688 E WELCHES RD, WELCHES, OR 97067",45.3302351,-121.9605837,"26688 E Welches Rd, Welches, OR 97067, USA"
"52500 HWY 26, SANDY, OR 97055",45.372136,-122.122558,"52500 US-26, Sandy, OR 97055, USA"
"50105 SE ROCK CUT RD, CORBETT, OR 97019",45.454631,-122.15864,"50105 SE Rock Cut Rd, Corbett, OR 97019, USA"
"33400 SE JARL RD, BORING, OR 97009",45.406353,-122.32034,"33400 SE Jarl Rd, Boring, OR 97009, USA"
"10200 SE SUNNYSIDE RD, CLACKAMAS, OR 97015",45.4326573,-122.5578762,"10200 SE Sunnyside Rd, Clackamas, OR 97015, USA"
"2440 SE STUBB ST, MILWAUKIE, OR 97222",45.4582053,-122.6378637,"2440 SE Stubb St, Milwaukie, OR 97222, USA"
"6775 SW MCEWAN, LAKE OSWEGO, OR 97035",45.3907852,-122.7452618,"6775 SW McEwan Rd, Lake Oswego, OR 97035, USA"
"19009 BARTON PARK RD, BORING, OR 97009",45.3815141,-122.4062792,"19009 SE Barton Park Rd, Boring, OR 97009, USA"
"15300 SE MINUTEMAN WAY, CLACKAMAS, OR 97015",45.4125775,-122.5612374,"15300 Minuteman Way, Clackamas, OR 97015, USA"
"13560 SE 97TH AVE, CLACKAMAS, OR 97015",45.4253048,-122.5612665,"13560 SE 97th Ave, Happy Valley, OR 97015, USA"
"33831 SE HWY 224, ESTACADA, OR 97023",45.2712339,-122.3165799,"33831 OR-224, Estacada, OR 97023, USA"
"4260 SW KENTHORPE WAY, WEST LINN, OR 97068",45.385655,-122.6322407,"4260 Kenthorpe Way, West Linn, OR 97068, USA"
"6667 SE JOHNSON CREEK BLVD, MILWAUKIE, OR 97206",45.4563373,-122.5946412,"6667 SE Johnson Creek Blvd, Portland, OR 97206, USA"
"15941 S AGNES AVE, OREGON CITY, OR 97045",45.3760475,-122.5904522,"15941 S Agnes Ave, Oregon City, OR 97045, USA"
"19600 MOLALLA AVE, OREGON CITY, OR 97405",45.3229707,-122.5743069,"19600 S Molalla Ave, Oregon City, OR 97045, USA"
"12424 W TOLIVER RD, MOLALLA, OR 97038",45.153289,-122.6094749,"12424 Toliver Rd, Molalla, OR 97038, USA"
"32905 S MORCOM RD, WOODBURN, OR 97071",45.1305491,-122.7687385,"32905 S Morcom St, Woodburn, OR 97071, USA"
"591 N CEDAR ST, CANBY, OR 97013",45.2642551,-122.704326,"591 N Cedar St, Canby, OR 97013, USA"
"2400 SW HAZEL RD, LAKE OSWEGO, OR 97034",45.4268617,-122.700989,"2400 Hazel Rd, Lake Oswego, OR 97034, USA"
"209 WARNER MILNE RD, OREGON CITY, OR 97045",45.3370991,-122.5991997,"209 Warner Milne Rd, Oregon City, OR 97045, USA"
"27650 SW 95TH AVE, WILSONVILLE, OR 97070",45.3198191,-122.7734832,"27650 SW 95th Ave, Wilsonville, OR 97070, USA"
"17550 SW 63RD, LAKE OSWEGO, OR 97035",45.3990794,-122.7406353,"17550 63rd Ave, Lake Oswego, OR 97035, USA"
"17350 BOONES FERRY RD, LAKE OSWEGO, OR 97035",45.4001652,-122.7359843,"17350 Boones Ferry Rd, Lake Oswego, OR 97035, USA"
"8747 S HEINZ RD, CANBY, OR 97013",45.19496,-122.686624,"8747 S Heinz Rd, Canby, OR 97013, USA"
"4400 SW ADVANCE RD, WILSONVILLE, OR 97070",45.313831,-122.721385,"4400 SW Advance Rd, Wilsonville, OR 97070, USA"
"1600 SE 4TH AVE, CANBY, OR 97013",45.2612653,-122.6846184,"SE 4th Ave, Canby, OR 97013, USA"
"220 S JOHN ADAMS ST, OREGON CITY, OR 97045",45.3514325,-122.6086928,"220 S John Adams St, Oregon City, OR 97045, USA"
"206 S JOHN ADAMS ST, OREGON CITY, OR 97045",45.3509791,-122.6100852,"206 S John Adams St, Oregon City, OR 97045, USA"
"1211 JACKSON ST, OREGON CITY, OR 97045",45.3577998,-122.5963066,"1211 Jackson St, Oregon City, OR 97045, USA"
"16631 SE 232ND DR, DAMASCUS, OR 97089",45.4021822,-122.4265217,"16631 SE 232nd Dr, Damascus, OR 97089, USA"
"11814 SE JENNIFER ST, CLACKAMAS, OR 97015",45.4025674,-122.5411542,"11814 SE Jennifer St, Clackamas, OR 97015, USA"
"30510 E BLOSSOM TRL, GOVERNMENT CAMP, OR 97028",45.3046608,-121.7555888,"30510 E Blossom Trail, Government Camp, OR 97028, USA"
"13388 S MOLALLA FOREST RD, MOLALLA, OR 97038",45.140958,-122.593394,"13388 S Molalla Forest Rd, Molalla, OR 97038, USA"
"16009 SE 106TH ST, CLACKAMAS, OR 97015",45.4071649,-122.5543705,"16009 SE 106th Ave, Clackamas, OR 97015, USA"
"9201 S KRAXBERGER RD, CANBY, OR 97013",45.2274654,-122.6786704,"9201 S Kraxberger Rd, Canby, OR 97013, USA"
"453 INDUSTRIAL WAY, MOLALLA, OR 97038",45.1536833,-122.6001379,"453 Industrial Way, Molalla, OR 97038, USA"
"5095 MAPELTON DR, WEST LINN, OR 97068",45.3841033,-122.6262874,"5095 Mapleton Dr, West Linn, OR 97068, USA"
"12700 SE 82ND, CLACKAMAS, OR 97015",45.4308796,-122.5785225,"12700 SE 82nd Ave, Clackamas, OR 97015, USA"
"9500 SW BOECKMAN RD, WILSONVILLE, OR 97070",45.3170753,-122.7749363,"9500 Boeckman Rd, Wilsonville, OR 97070, USA"
"27555 SW BOONES FERRY RD, WILSONVILLE, OR 97070",45.3204474,-122.7704386,"27555 SW Boones Ferry Rd, Wilsonville, OR 97070, USA"
"9275 TAUCHMAN ST, WILSONVILLE, OR 97070",45.294497,-122.771133,"9275 SW Tauchman St, Wilsonville, OR 97070, USA"
"1900 SE 4TH AVE, CANBY, OR 97013",45.2612653,-122.6846184,"SE 4th Ave, Canby, OR 97013, USA"
"6541 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.456176,-122.5951399,"6541 SE Johnson Creek Blvd, Portland, OR 97206, USA"
"1363 SW BORLAND RD, WEST LINN, OR 97068",45.3606093,-122.689934,"1363 SW Borland Rd, West Linn, OR 97068, USA"
"15962 S HUNTER AVE, OREGON CITY, OR 97045",45.3753029,-122.5744532,"15962 Hunter Ave, Oregon City, OR 97045, USA"
"417 1ST ST, LAKE OSWEGO, OR 97034",45.4196857,-122.6637281,"417 1st St, Lake Oswego, OR 97034, USA"
"29299 SE WHEELER RD, BORING, OR 97009",45.460532,-122.3613191,"29299 SE Wheeler Rd, Boring, OR 97009, USA"
"1075 NW PARK AVE, ESTACADA, OR 97023",45.309133,-122.3495281,"1075 NW Park Ave, Estacada, OR 97023, USA"
"19645 SE SUNNYSIDE RD, DAMASCUS, OR 97089",45.4186077,-122.4600647,"19645 SE Sunnyside Rd, Damascus, OR 97089, USA"
"26994 SW 95TH AVE BLDG 100, WILSONVILLE, OR 97070",45.3250673,-122.7718606,"26994 SW 95th Ave BLDG 100, Wilsonville, OR 97070, USA"
"960 82ND DR, GLADSTONE, OR 97027",45.3895208,-122.5758307,"960 82nd Dr, Gladstone, OR 97027, USA"
"37300 RUBIN LN, SANDY, OR 97055",45.4003979,-122.2782672,"37300 Ruben Ln, Sandy, OR 97055, USA"
"8205 SE GRAY ST, HAPPY VALLEY, OR 97086",45.46102,-122.578679,"8205 SE Gray St, Happy Valley, OR 97086, USA"
"9602 SE CLACKAMAS RD, CLACKAMAS, OR 97015",45.4098706,-122.565114,"9602 SE Clackamas Rd, Clackamas, OR 97015, USA"
"16885 S EADEN RD, OREGON CITY, OR 97045",45.362143,-122.406084,"16885 S Eaden Rd, Oregon City, OR 97045, USA"
"9109 SE 64TH, MILWAUKIE, OR 97206",45.4571528,-122.597137,"9109 SE 64th Ave, Portland, OR 97206, USA"
"28655 SE HWY 212, BORING, OR 97015",45.432895,-122.3682159,"28655 SE Hwy 212, Boring, OR 97009, USA"
"412 S SWEIGLE, MOLALLA, OR 97038",45.1443826,-122.5774961,"412 S Swiegle Ave, Molalla, OR 97038, USA"
"13785 SE AMBLER RD, CLACKAMAS, OR 97015",45.4232451,-122.5751593,"13785 SE Ambler Rd, Clackamas, OR 97015, USA"
"37470 RUBEN LN, SANDY, OR 97055",45.3972407,-122.2774201,"37470 Ruben Ln, Sandy, OR 97055, USA"
"20666 S HWY 213, OREGON CITY, OR 97045",45.306294,-122.564915,"20666 OR-213, Oregon City, OR 97045, USA"
"29895 SW KINSMAN RD, WILSONVILLE, OR 97070",45.303289,-122.7791022,"29895 SW Kinsman Rd, Wilsonville, OR 97070, USA"
"5655 SW WILLOW LN, LAKE OSWEGO, OR 97035",45.3994263,-122.7353459,"5655 Willow Ln, Lake Oswego, OR 97035, USA"
"26267 SW 45TH DR, WILSONVILLE, OR 97070",45.3300419,-122.7232199,"26267 SW 45th Dr, Wilsonville, OR 97070, USA"
"27400 SW HWY 212, BORING, OR 97009",45.4270775,-122.3812909,"27400 SE Hwy 212, Boring, OR 97009, USA"
"11719 SE 40TH AVE, MILWAUKIE, OR 97222",45.4385451,-122.6226027,"11719 SE 40th Ave, Milwaukie, OR 97222, USA"
"1100 SE WAVERLEY DR, PORTLAND, OR 97222",45.4490203,-122.6527162,"1100 SE Waverly Dr, Milwaukie, OR 97222, USA"
"14275 S CLACKAMAS RVR DR, OREGON CITY, OR 97045",45.3900636,-122.5682738,"14275 S Clackamas River Dr, Oregon City, OR 97045, USA"
"117 FOOTHILLS RD, LAKE OSWEGO, OR 97034",45.420609,-122.6605979,"117 Foothills Rd, Lake Oswego, OR 97034, USA"
"15975 SE 130TH AVE, CLACKAMAS, OR 97015",45.4066332,-122.5309388,"15975 SE 130th Ave, Clackamas, OR 97015, USA"
"19070 S LYONS RD, OREGON CITY, OR 97045",45.3020625,-122.4744323,"19070 S Lyons Rd, Oregon City, OR 97045, USA"
"26050 S HWY 170, CANBY, OR 97013",45.2294617,-122.6775023,"26050 S Highway 170, Canby, OR 97013, United States"
"9750 SW HILLMAN CT STE 100, WILSONVILLE, OR 97070",45.3218618,-122.7774935,"9750 SW Hillman Ct #100, Wilsonville, OR 97070, USA"
"19402 SE FOSTER RD, DAMASCUS, OR 97089",45.4411974,-122.4744929,"19402 SE Foster Rd, Damascus, OR 97089, USA"
"1150 NW PARK AVE, ESTACADA, OR 97023",45.3078737,-122.3498962,"1150 NW Park Ave, Estacada, OR 97023, USA"
"30205 S WALL ST, COLTON, OR 97017",45.1703999,-122.4382498,"30205 S Wall St, Colton, OR 97017, USA"
"1480 N TERRITORIAL, CANBY, OR 97013",45.285398,-122.677527,"1480 NE Territorial Rd, Canby, OR 97013, USA"
"26250 SW PARKWAY CTR DR, WILSONVILLE, OR 97070",45.3302294,-122.761673,"26250 SW Parkway Center Dr, Wilsonville, OR 97070, USA"
"155 SE HAZEL DELL WAY, CANBY, OR 97013",45.2676704,-122.6698573,"155 SE Hazeldell Way, Canby, OR 97013, USA"
"10037 SW MATHER RD, CLACKAMAS, OR 97015",45.4162278,-122.5600512,"10037 SE Mather Rd, Clackamas, OR 97015, USA"
"8855 SE OTTY RD, HAPPY VALLEY, OR 97086",45.4518815,-122.5736755,"8855 SE Otty Rd, Happy Valley, OR 97086, USA"
"7300 SE HARMONY RD, MILWAUKIE, OR 97222",45.4310896,-122.5825093,"7300 SE Harmony Rd, Milwaukie, OR 97222, USA"
"15555 S HWY 211, MOLALLA, OR 97038",45.1594172,-122.5471674,"15555 OR-211, Molalla, OR 97038, USA"
"4401 SE JOHNSON CREEK BLVD, PORTLAND, OR 97222",45.4616358,-122.6180203,"4401 SE Johnson Creek Blvd, Portland, OR 97222, USA"
"9085 SE ENOCH CT, CLACKAMAS, OR 97015",45.4180919,-122.5694771,"9085 Southeast Enoch Court, Clackamas, OR 97015, USA"
"13050 S MOLALLA FOREST RD, MOLALLA, OR 97038",45.147938,-122.59949,"13050 S Molalla Forest Rd, Molalla, OR 97038, USA"
"23735 NE AIRPORT RD, AURORA, OR 97002",45.2605014,-122.7647172,"23735 Airport Rd NE, Aurora, OR 97002, USA"
"27300 SW PARKWAY AVE, WILSONVILLE, OR 97070",45.3224534,-122.7646464,"27300 SW Parkway Ave, Wilsonville, OR 97070, USA"
"10025 SW FREEMAN CT, WILSONVILLE, OR 97070",45.3264015,-122.7803439,"10025 SW Freeman Ct, Wilsonville, OR 97070, USA"
"2770 SE MAILWELL DR, MILWAUKIE, OR 97222",45.4492547,-122.6349136,"2770 Southeast Mailwell Drive, Milwaukie, OR 97222, USA"
"5001 SE JOHNSON CREEK BLVD, MILWAUKIE, OR 97222",45.4605614,-122.6109367,"5001 SE Johnson Creek Blvd, Milwaukie, OR 97222, USA"
"9760 SW FREEMAN DR, WILSONVILLE, OR 97070",45.3255431,-122.7744537,"9760 Southwest Freeman Drive, Wilsonville, OR 97070, USA"
"515 S BERG PKWY, CANBY, OR 97013",45.2563584,-122.7040189,"515 SW Berg Pkwy, Canby, OR 97013, USA"
"6160 SW WHISKEY HILL RD, HUBBARD, OR 97032",45.173025,-122.7419167,"6160 S Whiskey Hill Rd, Hubbard, OR 97032, USA"
"31348 S HWY 170, CANBY, OR 97013",45.1530745,-122.6831533,"31348 S Highway 170, Canby, OR 97013, USA"
"3810 SE NAEF RD, MILWAUKIE, OR 97267",45.3996752,-122.6236307,"3810 SE Naef Rd, Portland, OR 97267, USA"
"9889 SE MATHER RD, CLACKAMAS, OR 97015",45.4162966,-122.5624167,"9889 SE Mather Rd, Clackamas, OR 97015, USA"
"24500 S ENTRANCE RD, ESTACADA, OR 97023",45.2990865,-122.3596328,"24500 S Entrance Rd, Estacada, OR 97023, USA"
"18574 S HWY 99 E, OREGON CITY, OR 97045",45.3267062,-122.6570595,"18574 S Hwy 99 E, Oregon City, OR 97045, USA"
"2425 SE MOORES ST, MILWAUKIE, OR 97222",45.4601882,-122.6374879,"2425 SE Moores St, Milwaukie, OR 97222, USA"
"5700 WILLOW LN, LAKE OSWEGO, OR 97035",45.3985629,-122.7365014,"5700 Willow Ln, Lake Oswego, OR 97035, USA"
"37570 RUBEN LN STE B, SANDY, OR 97055",45.39907,-122.2784344,"37570 Ruben Ln STE B, Sandy, OR 97055, USA"
"13530 S REDLAND RD, OREGON CITY, OR 97045",45.363882,-122.5870427,"13530 S Redland Rd, Oregon City, OR 97045, USA"
"3701 NAEF RD, MILWAUKIE, OR 97267",45.400605,-122.625658,"3701 SE Naef Rd, Milwaukie, OR 97267, USA"
"16600 SE KENS CT, MILWAUKIE, OR 97267",45.4026189,-122.6263399,"16600 SE Kens Ct, Milwaukie, OR 97267, USA"
"1815 RED SOILS CT, OREGON CITY, OR 97045",45.3313852,-122.5936942,"1815 S Red Soils Ct, Oregon City, OR 97045, USA"
"26600 SW PARKWAY AVE, WILSONVILLE, OR 97070",45.324499,-122.7655087,"26600 SW Parkway Ave, Wilsonville, OR 97070, USA"
"6401 S MILLER, HUBBARD, OR 97032",45.1656049,-122.7361735,"6401 Miller Rd, Hubbard, OR 97032, USA"
"16940 SE 130TH AVE, CLACKAMAS, OR 97015",45.399358,-122.5273,"16940 SE 130th Ave, Clackamas, OR 97015, USA"
"28499 SW BOBERG RD, WILSONVILLE, OR 97070",45.3133695,-122.7755742,"28499 SW Boberg Rd, Wilsonville, OR 97070, USA"
"9550 SE LAST RD, CLACKAMAS, OR 97015",45.4045816,-122.5652213,"9550 SE Last Rd, Clackamas, OR 97015, USA"
"8810 SE HERBERT CT, CLACKAMAS, OR 97015",45.4160847,-122.572753,"8810 SE Herbert Ct, Clackamas, OR 97015, USA"
"15651 SE 125TH CT, CLACKAMAS, OR 97015",45.4094688,-122.5354033,"15651 SE 125th Ct, Clackamas, OR 97015, USA"
"13529 SE JOHNSON RD, MILWAUKIE, OR 97222",45.4245367,-122.5829199,"13529 SE Johnson Rd, Portland, OR 97222, USA"
"14800 SE 82ND DR, CLACKAMAS, OR 97015",45.41568,-122.5689527,"14800 SE 82nd Dr, Clackamas, OR 97015, USA"
"14830 SE 82ND DR, CLACKAMAS, OR 97015",45.415797,-122.568556,"14830 SE 82nd Dr, Clackamas, OR 97015, USA"
"15601 SE 90TH, CLACKAMAS, OR 97015",45.410251,-122.571246,"15601 SE 90th Ave, Clackamas, OR 97015, USA"
"16800 SE 130TH, CLACKAMAS, OR 97015",45.4014398,-122.5295679,"16800 SE 130th Ave, Clackamas, OR 97015, USA"
"15815 SE PIAZZA AVE, CLACKAMAS, OR 97015",45.4081957,-122.5554399,"15815 SE Piazza Ave, Clackamas, OR 97015, USA"
"800 NW THIRD, CANBY, OR 97013",45.2623025,-122.7056975,"800 NW 3rd Ave, Canby, OR 97013, USA"
"2384 SE OCHOCO, MILWAUKIE, OR 97222",45.4584923,-122.6387477,"2384 SE Ochoco St, Milwaukie, OR 97222, USA"
"13270 SE PHEASANT CT, MILWAUKIE, OR 97222",45.4265815,-122.5889605,"13270 SE Pheasant Ct, Milwaukie, OR 97222, USA"
"122 S CENTER ST, OREGON CITY, OR 97045",45.3515991,-122.6110527,"122 S Center St, Oregon City, OR 97045, USA"
"195 FOOTHILLS RD, LAKE OSWEGO, OR 97034",45.421447,-122.657819,"195 Foothills Rd, Lake Oswego, OR 97034, USA"
"10450 SW RIDDER RD, WILSONVILLE, OR 97070",45.3310291,-122.7848501,"10450 SW Ridder Rd, Wilsonville, OR 97070, USA"
"24436 S HWY 99E, CANBY, OR 97013",45.2528052,-122.7158858,"24436 OR-99E, Canby, OR 97013, USA"
"15151 SE MINUTEMAN WAY, CLACKAMAS, OR 97015",45.4128019,-122.5638375,"15151 Minuteman Way, Clackamas, OR 97015, USA"
"4607 SE INTERNATIONAL WAY, MILWAUKIE, OR 97222",45.4364082,-122.6156672,"4607 SE International Way, Milwaukie, OR 97222, USA"
"405 S REDWOOD ST, CANBY, OR 97013",45.2614473,-122.6761352,"405 S Redwood St, Canby, OR 97013, USA"
"10240 SE MATHER RD, CLACKAMAS, OR 97015",45.4155642,-122.5575095,"10240 SE Mather Rd, Clackamas, OR 97015, USA"
"312001 SW INDUSTRIAL END WAY, WILSONVILLE, OR 97070",45.2991622,-122.7800519,"SW Industrial Way, Wilsonville, OR 97070, USA"
"13600 SE AMBLER RD, CLACKAMAS, OR 97015",45.4247603,-122.5749064,"13600 SE Ambler Rd, Clackamas, OR 97015, USA"
"11507 SE HWY 212, CLACKAMAS, OR 97015",45.4088684,-122.5450783,"11507 SE Hwy 212, Clackamas, OR 97015, USA"
"350 NW BAKER DR, CANBY, OR 97013",45.26122,-122.704617,"350 N Baker Dr, Canby, OR 97013, USA"
"221 COMMERCIAL PKWY, MOLALLA, OR 97038",45.1491068,-122.6016332,"221 Commercial Pkwy, Molalla, OR 97038, USA"
"14151 FIR ST, OREGON CITY, OR 97045",45.3292939,-122.5778405,"14151 Fir St, Oregon City, OR 97045, USA"
"777 NE 4TH AVE, CANBY, OR 97013",45.2654239,-122.6862921,"777 NE 4th Ave, Canby, OR 97013, USA"
"6051 S LONE ELDER RD, AURORA, OR 97002",45.233188,-122.7413687,"6051 S Lone Elder Rd, Aurora, OR 97002, USA"
"9750 SW BARBER ST, WILSONVILLE, OR 97070",45.3091236,-122.7763642,"9750 SW Barber St, Wilsonville, OR 97070, USA"
"26100 SW 95TH AVE STE 202, WILSONVILLE, OR 97070",45.330185,-122.771211,"26100 SW 95th Ave #202, Wilsonville, OR 97070, USA"
"16261 SE 130TH AVE, CLACKAMAS, OR 97015",45.404609,-122.530875,"16261 SE 130th Ave, Clackamas, OR 97015, USA"
"28890 S HWY 213, MOLALLA, OR 97038",45.1886817,-122.5878024,"28890 OR-213, Canby, OR 97013, USA"
"17252 SW PILKINGTON RD, LAKE OSWEGO, OR 97035",45.4012821,-122.732634,"17252 Pilkington Rd, Lake Oswego, OR 97035, USA"
"15520 SE 102ND, CLACKAMAS, OR 97015",45.4111276,-122.5574196,"15520 SE 102nd Ave, Clackamas, OR 97015, USA"
"294 S WALNUT ST, CANBY, OR 97013",45.2650622,-122.6634289,"294 S Walnut Rd, Canby, OR 97013, USA"
"12055 SE 282ND AVE, BORING, OR 97009",45.4357854,-122.3733451,"12055 SE 282nd Ave, Boring, OR 97009, USA"
"375 S REDWOOD ST, CANBY, OR 97013",45.2615655,-122.6772163,"375 S Redwood St, Canby, OR 97013, USA"
"13963 FIR ST, OREGON CITY, OR 97045",45.329692,-122.58,"13963 Fir St, Oregon City, OR 97045, USA"
"16069 SE 98TH AVE, CLACKAMAS, OR 97015",45.4067435,-122.5629449,"16069 SE 98th Ave, Clackamas, OR 97015, USA"
"12150 S HWY 211, MOLALLA, OR 97038",45.1490794,-122.6158653,"12150 OR-211, Molalla, OR 97038, USA"
"9275 SW PEYTON LN, WILSONVILLE, OR 97070",45.309446,-122.7715472,"9275 SW Peyton Ln, Wilsonville, OR 97070, USA"
"20395 STAFFORD RD SW, TUALATIN, OR 97062",45.3726121,-122.7055196,"20395 SW Stafford Rd, Tualatin, OR 97062, USA"
"16051 SE HWY 224, DAMASCUS, OR 97015",45.3975245,-122.497873,"16051 OR-224, Damascus, OR 97089, USA"
"2320 WILLAMETTEFALL DR, WEST LINN, OR 97068",45.3469209,-122.6477613,"2320 Willamette Falls Dr, West Linn, OR 97068, USA"
"16901 MAPLE CIR, LAKE OSWEGO, OR 97034",45.4037215,-122.7138205,"16901 Maple Cir, Lake Oswego, OR 97034, USA"
"OAK TERRACE DR TXLT 1411, LAKE OSWEGO, OR 97034",45.4087919,-122.6893177,"W Oak Terrace, Lake Oswego, OR 97034, USA"
"1152 NW COMMERCE CT, ESTACADA, OR 97023",45.307454,-122.349033,"1152 NW Commerce Ct, Estacada, OR 97023, USA"
"18089 BRYANT RD, LAKE OSWEGO, OR 97034",45.3953864,-122.7213016,"18089 Bryant Rd, Lake Oswego, OR 97034, USA"
"13521 JOHNSON RD, MILWAUKIE, OR 97222",45.4259608,-122.5861949,"13521 SE Johnson Rd, Portland, OR 97222, USA"
"CANAL RD, LAKE OSWEGO, OR 97034",45.38626,-122.720802,"Canal Rd, Rivergrove, OR 97034, USA"
"698 MCVEY AVE, LAKE OSWEGO, OR 97034",45.4107619,-122.6674571,"698 McVey Ave, Lake Oswego, OR 97034, USA"
"645 NORTH SHORE RD, LAKE OSWEGO, OR 97034",45.4144179,-122.671101,"645 Northshore Rd, Lake Oswego, OR 97034, USA"
"8916 NE VANCOUVER WAY BLDG B-C, PORTLAND, OR 97211",45.5865231,-122.6619384,"8916 NE Vancouver Way, Portland, OR 97211, USA"
"1516 NW NORTHRUP ST, PORTLAND, OR 97209",45.5313017,-122.6870497,"1516 NW Northrup St, Portland, OR 97209, USA"
"7355 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206",45.456468,-122.5885861,"7355 SE Johnson Creek Blvd, Portland, OR 97206, USA"
"1170 NE 63RD AVE, PORTLAND, OR 97213",45.5315891,-122.5986023,"1170 NE 63rd Ave, Portland, OR 97213, USA"
"2335 NW 29TH AVE, PORTLAND, OR 97210",45.5391831,-122.7115376,"2335 NW 29th Ave, Portland, OR 97210, USA"
"2323 NW 29TH AVE, PORTLAND, OR 97210",45.5388967,-122.7114087,"2323 NW 29th Ave, Portland, OR 97210, USA"
"18900 NE SAN RAFAEL, PORTLAND, OR 97230",45.5366612,-122.4687242,"18900 NE San Rafael St, Portland, OR 97230, USA"
"12785 NE WHITAKER WAY, PORTLAND, OR 97230",45.560738,-122.5309443,"12785 NE Whitaker Way, Portland, OR 97230, USA"
