"key","Pollutant","2016 Total Emissions (lbs)","2016 Total Uncontrolled Emissions (lbs)","2016 Total Other Emissions (lbs)","Is Heavy Metal"
"26-2043","Arsenic","0.057","0.057","0.000","TRUE"
"26-2043","Selenium","0.049","0.049","0.000","TRUE"
"26-2043","Antimony","0.043","0.043","0.000","TRUE"
"26-2043","Copper and compounds","0.039","0.039","0.000","TRUE"
"26-2043","Mercury","0.012","0.012","0.000","TRUE"
"26-2043","Benz[a]anthracene","0.006","0.006","0.000","FALSE"
"26-2043","Benzo[b]fluoranthene","0.003","0.003","0.000","FALSE"
"26-2043","Benzo[e]pyrene","0.003","0.003","0.000","FALSE"
"26-2043","Benzo[a]pyrene","0.002","0.002","0.000","FALSE"
"26-2043","Benzo[k]fluoranthene","0.001","0.001","0.000","FALSE"
"26-2043","Beryllium","0.001","0.001","0.000","FALSE"
"26-2043","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2043","Dibenz[a,h]anthracene","0.000","0.000","0.000","FALSE"
"26-2043","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2043","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2043","Perylene","0.000","0.000","0.000","FALSE"
"26-2043","Total Tetrachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"26-2043","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2043","Total Pentachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"26-2043","Total Tetrachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"26-2043","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2043","Total Pentachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"26-2043","Total Hexachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"26-2043","Total Hexachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"26-2043","Total Heptachlorodibenzo-p-dioxin","0.000","0.000","0.000","FALSE"
"26-2043","Total Heptachlorodibenzofuran","0.000","0.000","0.000","FALSE"
"26-2204","Total - All Pollutants","1,580.263","902.717","677.545","NA"
"26-2204","Ammonia","557.216","557.216","0.000","FALSE"
"26-2204","Hexane","313.434","313.434","0.000","FALSE"
"26-2204","Total - Heavy Metals Only","209.368","6.852","202.516","TRUE"
"26-2204","Hydrogen fluoride","173.448","0.000","173.448","FALSE"
"26-2204","Hydrochloric acid","115.632","0.000","115.632","FALSE"
"26-2204","Cyanide compounds (inorganic) including but not limited to:","105.120","0.000","105.120","FALSE"
"26-2204","Nickel","93.138","0.366","92.773","TRUE"
"26-2204","Lead","78.348","0.000","78.348","TRUE"
"26-2204","Silica, crystalline (respirable)","72.000","0.000","72.000","FALSE"
"26-2204","Manganese","26.769","0.066","26.703","TRUE"
"26-2204","Formaldehyde","13.060","13.060","0.000","FALSE"
"26-2204","Nitric acid","8.760","0.000","8.760","FALSE"
"26-2204","Zinc","5.050","5.050","0.000","TRUE"
"26-2204","Toluene","4.614","4.614","0.000","FALSE"
"26-2204","Xylenes (mixed) including:","3.430","3.430","0.000","FALSE"
"26-2204","Copper and compounds","2.910","0.148","2.762","TRUE"
"26-2204","Ethyl benzene","1.201","1.201","0.000","FALSE"
"26-2204","Cadmium","1.100","0.192","0.909","TRUE"
"26-2204","Benzene","1.010","1.010","0.000","FALSE"
"26-2204","Barium","0.836","0.766","0.069","FALSE"
"26-2204","Silver","0.738","0.000","0.738","TRUE"
"26-2204","Acetaldehyde","0.540","0.540","0.000","FALSE"
"26-2204","Chromium VI","0.527","0.244","0.284","TRUE"
"26-2204","Acrolein","0.470","0.470","0.000","FALSE"
"26-2204","Vanadium (fume or dust)","0.400","0.400","0.000","TRUE"
"26-2204","Molybdenum trioxide","0.287","0.287","0.000","TRUE"
"26-2204","Naphthalene","0.106","0.106","0.000","FALSE"
"26-2204","Mercury","0.045","0.045","0.000","TRUE"
"26-2204","Arsenic","0.035","0.035","0.000","TRUE"
"26-2204","Cobalt","0.015","0.015","0.000","TRUE"
"26-2204","2-Methyl naphthalene","0.004","0.004","0.000","FALSE"
"26-2204","Selenium","0.004","0.004","0.000","TRUE"
"26-2204","Phenanthrene","0.003","0.003","0.000","FALSE"
"26-2204","7,12-Dimethylbenz[a]anthracene","0.003","0.003","0.000","FALSE"
"26-2204","Beryllium","0.002","0.002","0.000","FALSE"
"26-2204","Pyrene","0.001","0.001","0.000","FALSE"
"26-2204","Fluoranthene","0.001","0.001","0.000","FALSE"
"26-2204","Fluorene","0.000","0.000","0.000","FALSE"
"26-2204","Anthracene","0.000","0.000","0.000","FALSE"
"26-2204","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2204","Chrysene","0.000","0.000","0.000","FALSE"
"26-2204","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2204","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2204","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2204","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2204","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2204","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2204","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2204","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2204","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2478","Total - All Pollutants","1,448.346","1,323.886","124.460","NA"
"26-2478","Toluene","351.967","327.422","24.545","FALSE"
"26-2478","2,2,4-Trimethylpentane","322.556","287.706","34.850","FALSE"
"26-2478","Hexane","238.604","207.303","31.301","FALSE"
"26-2478","Xylenes (mixed) including:","219.688","211.951","7.737","FALSE"
"26-2478","Benzene","148.553","131.026","17.527","FALSE"
"26-2478","1,2,4-Trimethylbenzene","58.480","57.882","0.598","FALSE"
"26-2478","Ethyl benzene","42.154","40.558","1.596","FALSE"
"26-2478","Cyclohexane","29.191","25.548","3.643","FALSE"
"26-2478","Methanol","19.491","17.003","2.488","FALSE"
"26-2478","Cumene","8.201","8.104","0.098","FALSE"
"26-2478","Naphthalene","6.510","6.503","0.007","FALSE"
"26-2478","Styrene","1.920","1.850","0.070","FALSE"
"26-2478","1,3,5-Trimethylbenzene","0.738","0.738","0.000","FALSE"
"26-2478","1,2,3-Trimethylbenzene","0.292","0.292","0.000","FALSE"
"26-2478",NA,"0.000","0.000","0.000","FALSE"
"26-2572","Total - All Pollutants","105.753","105.498","0.255","NA"
"26-2572","Ammonia","65.120","65.120","0.000","FALSE"
"26-2572","Hexane","36.630","36.630","0.000","FALSE"
"26-2572","Formaldehyde","1.526","1.526","0.000","FALSE"
"26-2572","Total - Heavy Metals Only","1.056","0.801","0.255","TRUE"
"26-2572","Zinc","0.622","0.590","0.032","TRUE"
"26-2572","Toluene","0.539","0.539","0.000","FALSE"
"26-2572","Xylenes (mixed) including:","0.401","0.401","0.000","FALSE"
"26-2572","Manganese","0.190","0.008","0.182","TRUE"
"26-2572","Ethyl benzene","0.140","0.140","0.000","FALSE"
"26-2572","Benzene","0.118","0.118","0.000","FALSE"
"26-2572","Barium","0.090","0.090","0.000","FALSE"
"26-2572","Acetaldehyde","0.063","0.063","0.000","FALSE"
"26-2572","Acrolein","0.055","0.055","0.000","FALSE"
"26-2572","Vanadium (fume or dust)","0.047","0.047","0.000","TRUE"
"26-2572","Nickel","0.043","0.043","0.000","TRUE"
"26-2572","Copper and compounds","0.038","0.017","0.021","TRUE"
"26-2572","Molybdenum trioxide","0.034","0.034","0.000","TRUE"
"26-2572","Chromium VI","0.028","0.028","0.000","TRUE"
"26-2572","Cadmium","0.022","0.022","0.000","TRUE"
"26-2572","Lead","0.019","0.000","0.019","TRUE"
"26-2572","Naphthalene","0.012","0.012","0.000","FALSE"
"26-2572","Mercury","0.006","0.005","0.000","TRUE"
"26-2572","Arsenic","0.004","0.004","0.000","TRUE"
"26-2572","Cobalt","0.002","0.002","0.000","TRUE"
"26-2572","Selenium","0.000","0.000","0.000","TRUE"
"26-2572","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"26-2572","Phenanthrene","0.000","0.000","0.000","FALSE"
"26-2572","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2572","Beryllium","0.000","0.000","0.000","FALSE"
"26-2572","Pyrene","0.000","0.000","0.000","FALSE"
"26-2572","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2572","Fluorene","0.000","0.000","0.000","FALSE"
"26-2572","Anthracene","0.000","0.000","0.000","FALSE"
"26-2572","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2572","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2572","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2572","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2572","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2572","Chrysene","0.000","0.000","0.000","FALSE"
"26-2572","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2572","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2572","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2572","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2572","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2914","Total - All Pollutants","1,177.820","1,177.820","0.000","NA"
"26-2914","Diesel Particulate Matter","421.664","421.664","0.000","FALSE"
"26-2914","Ammonia","415.406","415.406","0.000","FALSE"
"26-2914","Hexane","239.083","239.083","0.000","FALSE"
"26-2914","Formaldehyde","35.609","35.609","0.000","FALSE"
"26-2914","Toluene","13.809","13.809","0.000","FALSE"
"26-2914","Acetaldehyde","10.712","10.712","0.000","FALSE"
"26-2914","Benzene","9.817","9.817","0.000","FALSE"
"26-2914","Ethyl benzene","6.580","6.580","0.000","FALSE"
"26-2914","Xylenes (mixed) including:","6.568","6.568","0.000","FALSE"
"26-2914","2,2,4-Trimethylpentane","5.509","5.509","0.000","FALSE"
"26-2914","Total - Heavy Metals Only","5.281","5.281","0.000","TRUE"
"26-2914","Zinc","3.667","3.667","0.000","TRUE"
"26-2914","1,3-Butadiene","2.750","2.750","0.000","FALSE"
"26-2914","Hydrochloric acid","2.512","2.512","0.000","FALSE"
"26-2914","Acrolein","1.117","1.117","0.000","FALSE"
"26-2914","Barium","0.556","0.556","0.000","FALSE"
"26-2914","Benzo[a]pyrene","0.459","0.459","0.000","FALSE"
"26-2914","Naphthalene","0.369","0.369","0.000","FALSE"
"26-2914","Nickel","0.318","0.318","0.000","TRUE"
"26-2914","Vanadium (fume or dust)","0.291","0.291","0.000","TRUE"
"26-2914","Molybdenum trioxide","0.209","0.209","0.000","TRUE"
"26-2914","Chromium VI","0.178","0.178","0.000","TRUE"
"26-2914","Cadmium","0.159","0.159","0.000","TRUE"
"26-2914","Lead","0.112","0.112","0.000","TRUE"
"26-2914","Copper and compounds","0.107","0.107","0.000","TRUE"
"26-2914","Manganese","0.090","0.090","0.000","TRUE"
"26-2914","Mercury","0.060","0.060","0.000","TRUE"
"26-2914","Arsenic","0.047","0.047","0.000","TRUE"
"26-2914","Selenium","0.033","0.033","0.000","TRUE"
"26-2914","Cobalt","0.011","0.011","0.000","TRUE"
"26-2914","2-Methyl naphthalene","0.007","0.007","0.000","FALSE"
"26-2914","Phenanthrene","0.002","0.002","0.000","FALSE"
"26-2914","7,12-Dimethylbenz[a]anthracene","0.002","0.002","0.000","FALSE"
"26-2914","Phenol","0.002","0.002","0.000","FALSE"
"26-2914","Beryllium","0.002","0.002","0.000","FALSE"
"26-2914","Pyrene","0.001","0.001","0.000","FALSE"
"26-2914","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2914","Fluorene","0.000","0.000","0.000","FALSE"
"26-2914","Anthracene","0.000","0.000","0.000","FALSE"
"26-2914","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2914","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2914","Chrysene","0.000","0.000","0.000","FALSE"
"26-2914","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2914","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2914","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2914","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2914","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2914","Cumene","0.000","0.000","0.000","FALSE"
"26-2914","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2914","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2914","Methyl ethyl ketone","0.000","0.000","0.000","FALSE"
"26-2914","Methyl chloride","0.000","0.000","0.000","FALSE"
"26-2914","Carbon disulfide","0.000","0.000","0.000","FALSE"
"26-2914","Methyl bromide","0.000","0.000","0.000","FALSE"
"26-2914","Perchloroethylene","0.000","0.000","0.000","FALSE"
"26-2914","Styrene","0.000","0.000","0.000","FALSE"
"26-2914","Ethyl chloride","0.000","0.000","0.000","FALSE"
"26-2952","Total - All Pollutants","2,676.384","2,676.244","0.140","NA"
"26-2952","Acetaldehyde","2,260.755","2,260.615","0.140","FALSE"
"26-2952","Ammonia","256.147","256.147","0.000","FALSE"
"26-2952","Hexane","143.190","143.190","0.000","FALSE"
"26-2952","Formaldehyde","6.667","6.667","0.000","FALSE"
"26-2952","Total - Heavy Metals Only","3.184","3.184","0.000","TRUE"
"26-2952","Zinc","2.307","2.307","0.000","TRUE"
"26-2952","Toluene","2.117","2.117","0.000","FALSE"
"26-2952","Xylenes (mixed) including:","1.570","1.570","0.000","FALSE"
"26-2952","Acrolein","0.916","0.916","0.000","FALSE"
"26-2952","Ethyl benzene","0.549","0.549","0.000","FALSE"
"26-2952","Benzene","0.470","0.470","0.000","FALSE"
"26-2952","Hydrochloric acid","0.373","0.373","0.000","FALSE"
"26-2952","Barium","0.350","0.350","0.000","FALSE"
"26-2952","Vanadium (fume or dust)","0.183","0.183","0.000","TRUE"
"26-2952","Nickel","0.175","0.175","0.000","TRUE"
"26-2952","Molybdenum trioxide","0.131","0.131","0.000","TRUE"
"26-2952","Chromium VI","0.112","0.112","0.000","TRUE"
"26-2952","Cadmium","0.091","0.091","0.000","TRUE"
"26-2952","Copper and compounds","0.076","0.076","0.000","TRUE"
"26-2952","Naphthalene","0.059","0.059","0.000","FALSE"
"26-2952","Manganese","0.036","0.036","0.000","TRUE"
"26-2952","1,3-Butadiene","0.030","0.030","0.000","FALSE"
"26-2952","Mercury","0.025","0.025","0.000","TRUE"
"26-2952","Arsenic","0.019","0.019","0.000","TRUE"
"26-2952","Lead","0.017","0.017","0.000","TRUE"
"26-2952","Cobalt","0.007","0.007","0.000","TRUE"
"26-2952","Selenium","0.006","0.006","0.000","TRUE"
"26-2952","2-Methyl naphthalene","0.002","0.002","0.000","FALSE"
"26-2952","Phenanthrene","0.001","0.001","0.000","FALSE"
"26-2952","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"26-2952","Beryllium","0.001","0.001","0.000","FALSE"
"26-2952","Pyrene","0.000","0.000","0.000","FALSE"
"26-2952","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-2952","Fluorene","0.000","0.000","0.000","FALSE"
"26-2952","Anthracene","0.000","0.000","0.000","FALSE"
"26-2952","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2952","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2952","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2952","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2952","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2952","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2952","Chrysene","0.000","0.000","0.000","FALSE"
"26-2952","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2952","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2952","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2952","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2968","Total - All Pollutants","37,033.634","35,688.672","1,344.962","NA"
"26-2968","Ammonia","35,314.798","35,314.798","0.000","FALSE"
"26-2968","Acetaldehyde","1,345.735","0.773","1,344.962","FALSE"
"26-2968","Hexane","336.157","336.157","0.000","FALSE"
"26-2968","Formaldehyde","14.434","14.434","0.000","FALSE"
"26-2968","Total - Heavy Metals Only","7.360","7.360","0.000","TRUE"
"26-2968","Zinc","5.421","5.421","0.000","TRUE"
"26-2968","Toluene","4.975","4.975","0.000","FALSE"
"26-2968","Xylenes (mixed) including:","3.689","3.689","0.000","FALSE"
"26-2968","Diesel Particulate Matter","2.376","2.376","0.000","FALSE"
"26-2968","Ethyl benzene","1.291","1.291","0.000","FALSE"
"26-2968","Benzene","1.129","1.129","0.000","FALSE"
"26-2968","Barium","0.822","0.822","0.000","FALSE"
"26-2968","Acrolein","0.513","0.513","0.000","FALSE"
"26-2968","Vanadium (fume or dust)","0.430","0.430","0.000","TRUE"
"26-2968","Nickel","0.393","0.393","0.000","TRUE"
"26-2968","Molybdenum trioxide","0.308","0.308","0.000","TRUE"
"26-2968","Chromium VI","0.261","0.261","0.000","TRUE"
"26-2968","Cadmium","0.206","0.206","0.000","TRUE"
"26-2968","Copper and compounds","0.160","0.160","0.000","TRUE"
"26-2968","Naphthalene","0.119","0.119","0.000","FALSE"
"26-2968","Propylene","0.116","0.116","0.000","FALSE"
"26-2968","Manganese","0.072","0.072","0.000","TRUE"
"26-2968","1,3-Butadiene","0.054","0.054","0.000","FALSE"
"26-2968","Mercury","0.049","0.049","0.000","TRUE"
"26-2968","Hydrochloric acid","0.046","0.046","0.000","FALSE"
"26-2968","Arsenic","0.038","0.038","0.000","TRUE"
"26-2968","Cobalt","0.016","0.016","0.000","TRUE"
"26-2968","Selenium","0.005","0.005","0.000","TRUE"
"26-2968","2-Methyl naphthalene","0.004","0.004","0.000","FALSE"
"26-2968","Phenanthrene","0.003","0.003","0.000","FALSE"
"26-2968","7,12-Dimethylbenz[a]anthracene","0.003","0.003","0.000","FALSE"
"26-2968","Beryllium","0.002","0.002","0.000","FALSE"
"26-2968","Lead","0.002","0.002","0.000","TRUE"
"26-2968","Pyrene","0.001","0.001","0.000","FALSE"
"26-2968","Fluoranthene","0.001","0.001","0.000","FALSE"
"26-2968","Fluorene","0.001","0.001","0.000","FALSE"
"26-2968","Anthracene","0.000","0.000","0.000","FALSE"
"26-2968","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-2968","Chrysene","0.000","0.000","0.000","FALSE"
"26-2968","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2968","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-2968","Acenaphthylene","0.000","0.000","0.000","FALSE"
"26-2968","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"26-2968","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-2968","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-2968","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"26-2968","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"26-2968","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"26-2968","Chlorobenzene","0.000","0.000","0.000","FALSE"
"26-3002","Total - All Pollutants","1,612.719","1,612.719","0.000","NA"
"26-3002","Nitric acid","904.150","904.150","0.000","FALSE"
"26-3002","Hydrogen fluoride","335.290","335.290","0.000","FALSE"
"26-3002","Hydrochloric acid","215.065","215.065","0.000","FALSE"
"26-3002","Ammonia","89.798","89.798","0.000","FALSE"
"26-3002","Hexane","50.364","50.364","0.000","FALSE"
"26-3002","Diesel Particulate Matter","11.624","11.624","0.000","FALSE"
"26-3002","Formaldehyde","2.697","2.697","0.000","FALSE"
"26-3002","Total - Heavy Metals Only","1.118","1.118","0.000","TRUE"
"26-3002","Zinc","0.819","0.819","0.000","TRUE"
"26-3002","Toluene","0.778","0.778","0.000","FALSE"
"26-3002","Xylenes (mixed) including:","0.566","0.566","0.000","FALSE"
"26-3002","Acetaldehyde","0.359","0.359","0.000","FALSE"
"26-3002","Benzene","0.227","0.227","0.000","FALSE"
"26-3002","Ethyl benzene","0.197","0.197","0.000","FALSE"
"26-3002","Propylene","0.162","0.162","0.000","FALSE"
"26-3002","Barium","0.123","0.123","0.000","FALSE"
"26-3002","Acrolein","0.087","0.087","0.000","FALSE"
"26-3002","1,3-Butadiene","0.075","0.075","0.000","FALSE"
"26-3002","Vanadium (fume or dust)","0.064","0.064","0.000","TRUE"
"26-3002","Nickel","0.060","0.060","0.000","TRUE"
"26-3002","Molybdenum trioxide","0.046","0.046","0.000","TRUE"
"26-3002","Chromium VI","0.039","0.039","0.000","TRUE"
"26-3002","Cadmium","0.031","0.031","0.000","TRUE"
"26-3002","Copper and compounds","0.025","0.025","0.000","TRUE"
"26-3002","Naphthalene","0.024","0.024","0.000","FALSE"
"26-3002","Benzo[a]pyrene","0.013","0.013","0.000","FALSE"
"26-3002","Manganese","0.012","0.012","0.000","TRUE"
"26-3002","Mercury","0.008","0.008","0.000","TRUE"
"26-3002","Arsenic","0.006","0.006","0.000","TRUE"
"26-3002","Lead","0.003","0.003","0.000","TRUE"
"26-3002","Cobalt","0.002","0.002","0.000","TRUE"
"26-3002","Selenium","0.001","0.001","0.000","TRUE"
"26-3002","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"26-3002","Phenanthrene","0.000","0.000","0.000","FALSE"
"26-3002","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"26-3002","Beryllium","0.000","0.000","0.000","FALSE"
"26-3002","Pyrene","0.000","0.000","0.000","FALSE"
"26-3002","Fluoranthene","0.000","0.000","0.000","FALSE"
"26-3002","Fluorene","0.000","0.000","0.000","FALSE"
"26-3002","Chlorobenzene","0.000","0.000","0.000","FALSE"
"26-3002","Anthracene","0.000","0.000","0.000","FALSE"
"26-3002","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"26-3002","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"26-3002","Acenaphthene","0.000","0.000","0.000","FALSE"
"26-3002","Acenaphthylene","0.000","0.000","0.000","FALSE"
